usage_date,item_code,raw_material_name,consumed_quantity,unit,activity_type,finished_product_name
2026-05-30,RM-045,"Fresh Chiton Mollusk (Kibit)",82.96,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-30,RM-046,"Fresh Kabasi Fish",49.31,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-30,RM-047,"Fresh Sapsap Fish",46.75,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-05-30,RM-048,"Cheese Seasoning Powder",12.65,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-05-30,RM-049,"Coarse Rock Salt",37.08,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-05-30,RM-050,"Iodized Salt",32.6,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-05-30,RM-051,"Dried Bay Leaves (Laurel)",4.22,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-05-30,RM-052,"Dried Red Chili Flakes",6.99,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-05-30,RM-053,"Garlic Powder",15.37,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-05-30,RM-054,"Ground Black Pepper",11.86,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-05-30,RM-055,"White Pepper Powder",7.74,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-05-30,RM-056,"Whole Black Peppercorns",11.47,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-05-30,RM-057,"Muscovado Brown Sugar",67.09,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-30,RM-058,"Panutsa Cane Sugar",56.23,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-30,RM-059,"Refined White Sugar",99.06,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-05-31,RM-001,"Food Grade Sunset Yellow / Orange Dye",10.61,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-05-31,RM-002,"Baking Powder",14.55,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-05-31,RM-003,"Cream of Tartar",3.77,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-05-31,RM-004,"Instant Dry Yeast",12.65,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-05-31,RM-005,"Cane Vinegar",20.39,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-05-31,RM-006,"Soy Sauce",25.65,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-05-31,RM-007,"Condensed Milk",22.66,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-05-31,RM-008,"Evaporated Milk",25.36,L,"Commercial Food Processing","Ube Halaya Processing"
2026-05-31,RM-009,"Powdered Milk",24.4,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-31,RM-010,"Fresh Whole Egg Whites",20.69,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-31,RM-011,"Fresh Whole Eggs",36.29,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-05-31,RM-012,"All-Vegetable Shortening",30.21,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-05-31,RM-013,"Baking Shortening",33.74,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-05-31,RM-014,"Salted Creamery Butter",33.91,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-05-31,RM-015,"Seedless Raisins",6.82,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-05-31,RM-016,"Vanilla Extract",3.08,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-05-31,RM-017,"All-Purpose Wheat Flour",73.28,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-05-31,RM-018,"Cornstarch",16.56,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-05-31,RM-019,"Glutinous Rice (Malagkit for Pinipig)",35.29,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-05-31,RM-020,"Hard Wheat Bread Flour",91.87,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-05-31,RM-021,"Purified Water",115.54,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-31,RM-022,"Cleaned Chicken Crop (Butse)",19.21,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-31,RM-023,"Pork Skin with Back Fat",51.19,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-05-31,RM-024,"Raw Shelled Peanuts",57.33,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-05-31,RM-025,"Toasted Sesame Seeds",6.7,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-05-31,RM-026,"Palm Cooking Oil",53.7,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-05-31,RM-027,"Pure Pork Lard",33.89,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-05-31,RM-028,"Refined Peanut Oil",19.01,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-05-31,RM-029,"Fresh Carrots",13.45,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-05-31,RM-030,"Fresh Cassava Tubers",28.68,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-05-31,RM-031,"Fresh Garlic",14.81,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-05-31,RM-032,"Fresh Ginger",10.09,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-05-31,RM-033,"Fresh Grated Coconut Meat",23.97,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-31,RM-034,"Fresh Mature Coconut Meat",24.46,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-31,RM-035,"Fresh Purple Yam Tubers",22.08,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-05-31,RM-036,"Fresh Sweet Potato",23.21,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-05-31,RM-037,"Green Raw Papaya",16.14,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-05-31,RM-038,"Pandan Leaves",2.67,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-05-31,RM-039,"Red Bell Peppers",8.51,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-05-31,RM-040,"Red Chili Peppers (Siling Labuyo)",4.44,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-05-31,RM-041,"Red Onions",14.85,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-05-31,RM-042,"Unripe Green Saba Bananas",69.07,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-05-31,RM-043,"Fresh Acetes Shrimp (Alamang)",31.46,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-05-31,RM-044,"Fresh Bangus (Milkfish) Skin",18.51,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-05-31,RM-045,"Fresh Chiton Mollusk (Kibit)",38.62,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-31,RM-046,"Fresh Kabasi Fish",22.18,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-31,RM-047,"Fresh Sapsap Fish",20.17,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-05-31,RM-048,"Cheese Seasoning Powder",5.81,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-05-31,RM-049,"Coarse Rock Salt",19.76,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-05-31,RM-050,"Iodized Salt",14.52,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-05-31,RM-051,"Dried Bay Leaves (Laurel)",1.86,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-05-31,RM-052,"Dried Red Chili Flakes",3.89,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-05-31,RM-053,"Garlic Powder",6.73,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-05-31,RM-054,"Ground Black Pepper",5.15,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-05-31,RM-055,"White Pepper Powder",3.68,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-05-31,RM-056,"Whole Black Peppercorns",5.79,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-05-31,RM-057,"Muscovado Brown Sugar",38.01,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-05-31,RM-058,"Panutsa Cane Sugar",23.6,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-05-31,RM-059,"Refined White Sugar",47.58,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-01,RM-001,"Food Grade Sunset Yellow / Orange Dye",14.45,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-01,RM-002,"Baking Powder",17.43,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-01,RM-003,"Cream of Tartar",4.41,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-01,RM-004,"Instant Dry Yeast",17.82,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-01,RM-005,"Cane Vinegar",26.99,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-01,RM-006,"Soy Sauce",27.7,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-01,RM-007,"Condensed Milk",30.59,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-01,RM-008,"Evaporated Milk",30.16,L,"Commercial Food Processing","Ube Halaya Processing"
2026-06-01,RM-009,"Powdered Milk",31.62,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-01,RM-010,"Fresh Whole Egg Whites",22.71,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-01,RM-011,"Fresh Whole Eggs",49.02,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-01,RM-012,"All-Vegetable Shortening",33.4,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-01,RM-013,"Baking Shortening",37.11,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-01,RM-014,"Salted Creamery Butter",37.13,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-01,RM-015,"Seedless Raisins",8.52,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-01,RM-016,"Vanilla Extract",4.14,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-01,RM-017,"All-Purpose Wheat Flour",86.04,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-01,RM-018,"Cornstarch",19.87,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-01,RM-019,"Glutinous Rice (Malagkit for Pinipig)",43.71,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-01,RM-020,"Hard Wheat Bread Flour",103.88,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-01,RM-021,"Purified Water",146.72,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-01,RM-022,"Cleaned Chicken Crop (Butse)",23.11,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-01,RM-023,"Pork Skin with Back Fat",73.4,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-01,RM-024,"Raw Shelled Peanuts",62.98,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-01,RM-025,"Toasted Sesame Seeds",7.47,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-01,RM-026,"Palm Cooking Oil",59.79,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-01,RM-027,"Pure Pork Lard",46.77,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-01,RM-028,"Refined Peanut Oil",20.44,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-01,RM-029,"Fresh Carrots",14.6,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-01,RM-030,"Fresh Cassava Tubers",37.22,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-01,RM-031,"Fresh Garlic",17.35,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-01,RM-032,"Fresh Ginger",11.11,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-01,RM-033,"Fresh Grated Coconut Meat",30.44,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-01,RM-034,"Fresh Mature Coconut Meat",33.43,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-01,RM-035,"Fresh Purple Yam Tubers",27.93,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-01,RM-036,"Fresh Sweet Potato",28.06,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-01,RM-037,"Green Raw Papaya",16.86,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-01,RM-038,"Pandan Leaves",3.22,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-01,RM-039,"Red Bell Peppers",9.99,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-01,RM-040,"Red Chili Peppers (Siling Labuyo)",5.36,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-01,RM-041,"Red Onions",19.09,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-01,RM-042,"Unripe Green Saba Bananas",88.37,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-01,RM-043,"Fresh Acetes Shrimp (Alamang)",32.17,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-01,RM-044,"Fresh Bangus (Milkfish) Skin",22.05,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-01,RM-045,"Fresh Chiton Mollusk (Kibit)",55.98,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-01,RM-046,"Fresh Kabasi Fish",29.6,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-01,RM-047,"Fresh Sapsap Fish",26.34,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-01,RM-048,"Cheese Seasoning Powder",6.96,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-01,RM-049,"Coarse Rock Salt",25.09,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-01,RM-050,"Iodized Salt",17.25,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-01,RM-051,"Dried Bay Leaves (Laurel)",2.63,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-01,RM-052,"Dried Red Chili Flakes",4.68,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-01,RM-053,"Garlic Powder",8.69,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-01,RM-054,"Ground Black Pepper",6.79,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-01,RM-055,"White Pepper Powder",4.4,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-01,RM-056,"Whole Black Peppercorns",7.55,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-01,RM-057,"Muscovado Brown Sugar",45.41,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-01,RM-058,"Panutsa Cane Sugar",27.58,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-01,RM-059,"Refined White Sugar",67.15,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-02,RM-001,"Food Grade Sunset Yellow / Orange Dye",11.44,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-02,RM-002,"Baking Powder",13.74,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-02,RM-003,"Cream of Tartar",3.63,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-02,RM-004,"Instant Dry Yeast",14.38,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-02,RM-005,"Cane Vinegar",20.57,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-02,RM-006,"Soy Sauce",23.86,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-02,RM-007,"Condensed Milk",24.68,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-02,RM-008,"Evaporated Milk",31.16,L,"Commercial Food Processing","Ube Halaya Processing"
2026-06-02,RM-009,"Powdered Milk",25.37,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-02,RM-010,"Fresh Whole Egg Whites",18.56,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-02,RM-011,"Fresh Whole Eggs",43.93,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-02,RM-012,"All-Vegetable Shortening",31.85,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-02,RM-013,"Baking Shortening",33.15,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-02,RM-014,"Salted Creamery Butter",29.25,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-02,RM-015,"Seedless Raisins",8.27,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-02,RM-016,"Vanilla Extract",3.31,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-02,RM-017,"All-Purpose Wheat Flour",68.51,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-02,RM-018,"Cornstarch",16.02,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-02,RM-019,"Glutinous Rice (Malagkit for Pinipig)",42.16,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-02,RM-020,"Hard Wheat Bread Flour",91.69,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-02,RM-021,"Purified Water",118.77,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-02,RM-022,"Cleaned Chicken Crop (Butse)",22.03,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-02,RM-023,"Pork Skin with Back Fat",59.76,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-02,RM-024,"Raw Shelled Peanuts",53.96,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-02,RM-025,"Toasted Sesame Seeds",6.2,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-02,RM-026,"Palm Cooking Oil",50.79,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-02,RM-027,"Pure Pork Lard",35.1,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-02,RM-028,"Refined Peanut Oil",16.15,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-02,RM-029,"Fresh Carrots",13.78,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-02,RM-030,"Fresh Cassava Tubers",36.77,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-02,RM-031,"Fresh Garlic",14.59,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-02,RM-032,"Fresh Ginger",8.84,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-02,RM-033,"Fresh Grated Coconut Meat",26.68,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-02,RM-034,"Fresh Mature Coconut Meat",25.71,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-02,RM-035,"Fresh Purple Yam Tubers",21.36,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-02,RM-036,"Fresh Sweet Potato",19.75,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-02,RM-037,"Green Raw Papaya",16.11,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-02,RM-038,"Pandan Leaves",2.74,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-02,RM-039,"Red Bell Peppers",8.07,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-02,RM-040,"Red Chili Peppers (Siling Labuyo)",4.96,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-02,RM-041,"Red Onions",16.38,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-02,RM-042,"Unripe Green Saba Bananas",77.18,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-02,RM-043,"Fresh Acetes Shrimp (Alamang)",29.7,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-02,RM-044,"Fresh Bangus (Milkfish) Skin",18.82,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-02,RM-045,"Fresh Chiton Mollusk (Kibit)",45.03,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-02,RM-046,"Fresh Kabasi Fish",23.92,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-02,RM-047,"Fresh Sapsap Fish",18.88,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-02,RM-048,"Cheese Seasoning Powder",6.81,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-02,RM-049,"Coarse Rock Salt",22.6,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-02,RM-050,"Iodized Salt",14.83,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-02,RM-051,"Dried Bay Leaves (Laurel)",1.92,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-02,RM-052,"Dried Red Chili Flakes",4.64,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-02,RM-053,"Garlic Powder",8.05,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-02,RM-054,"Ground Black Pepper",5.06,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-02,RM-055,"White Pepper Powder",3.66,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-02,RM-056,"Whole Black Peppercorns",6.59,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-02,RM-057,"Muscovado Brown Sugar",35.12,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-02,RM-058,"Panutsa Cane Sugar",22.18,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-02,RM-059,"Refined White Sugar",52.45,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-03,RM-001,"Food Grade Sunset Yellow / Orange Dye",11.32,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-03,RM-002,"Baking Powder",13.56,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-03,RM-003,"Cream of Tartar",3.36,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-03,RM-004,"Instant Dry Yeast",16.9,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-03,RM-005,"Cane Vinegar",22.3,L,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-03,RM-006,"Soy Sauce",22.3,L,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-03,RM-007,"Condensed Milk",27.2,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-03,RM-008,"Evaporated Milk",30.12,L,"Commercial Food Processing","Ube Halaya Processing"
2026-06-03,RM-009,"Powdered Milk",22.86,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-03,RM-010,"Fresh Whole Egg Whites",20.76,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-03,RM-011,"Fresh Whole Eggs",42.79,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-03,RM-012,"All-Vegetable Shortening",32.84,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-03,RM-013,"Baking Shortening",30.6,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-03,RM-014,"Salted Creamery Butter",30.88,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-03,RM-015,"Seedless Raisins",9.07,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-03,RM-016,"Vanilla Extract",3.65,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-03,RM-017,"All-Purpose Wheat Flour",64.46,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-03,RM-018,"Cornstarch",16.08,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-03,RM-019,"Glutinous Rice (Malagkit for Pinipig)",41.74,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-03,RM-020,"Hard Wheat Bread Flour",95.53,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-03,RM-021,"Purified Water",101.64,L,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-03,RM-022,"Cleaned Chicken Crop (Butse)",21.07,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-03,RM-023,"Pork Skin with Back Fat",65.27,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-03,RM-024,"Raw Shelled Peanuts",49.42,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-03,RM-025,"Toasted Sesame Seeds",5.45,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-03,RM-026,"Palm Cooking Oil",54.83,L,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-03,RM-027,"Pure Pork Lard",35.08,L,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-03,RM-028,"Refined Peanut Oil",15.15,L,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-03,RM-029,"Fresh Carrots",12.27,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-03,RM-030,"Fresh Cassava Tubers",38.68,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-03,RM-031,"Fresh Garlic",14.24,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-03,RM-032,"Fresh Ginger",7.69,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-03,RM-033,"Fresh Grated Coconut Meat",29.05,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-03,RM-034,"Fresh Mature Coconut Meat",28.77,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-03,RM-035,"Fresh Purple Yam Tubers",21.51,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-03,RM-036,"Fresh Sweet Potato",22.61,kg,"Commercial Food Processing","Traditional Candied Delicacies"
2026-06-03,RM-037,"Green Raw Papaya",16.03,kg,"Commercial Food Processing","Kibets (Crispy Chiton Batch)"
2026-06-03,RM-038,"Pandan Leaves",3.04,kg,"Commercial Food Processing","Binayong Hipon Preparation"
2026-06-03,RM-039,"Red Bell Peppers",8.5,kg,"Commercial Food Processing","Crispy Bucheron Frying Batch"
2026-06-03,RM-040,"Red Chili Peppers (Siling Labuyo)",4.16,kg,"Commercial Food Processing","Salted Banana Chips Processing"
2026-06-03,RM-041,"Red Onions",17.89,kg,"Commercial Food Processing","Creamy Peanut Butter Grinding"
2026-06-03,RM-042,"Unripe Green Saba Bananas",74.57,kg,"Commercial Food Processing","Crunchy Peanut Butter Processing"
2026-06-03,RM-043,"Fresh Acetes Shrimp (Alamang)",26.16,kg,"Commercial Food Processing","Biscocho Toasting & Coating"
2026-06-03,RM-044,"Fresh Bangus (Milkfish) Skin",20.24,kg,"Commercial Food Processing","Ube Halaya Processing"
2026-06-03,RM-045,"Fresh Chiton Mollusk (Kibit)",52.23,kg,"Commercial Food Processing","Sweet Cassava Chips Production"
2026-06-03,RM-046,"Fresh Kabasi Fish",22.64,kg,"Commercial Food Processing","Fish Chicharon Batch"
2026-06-03,RM-047,"Fresh Sapsap Fish",18.15,kg,"Commercial Food Processing","Spiced Vinegar Blending"
2026-06-03,RM-048,"Cheese Seasoning Powder",6.34,kg,"Commercial Food Processing","Traditional Candied Delicacies"
