receipt_date,item_code,raw_material_name,received_quantity,unit,supplier_name
2026-06-08,RM-039,"Red Bell Peppers",59.49,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-040,"Red Chili Peppers (Siling Labuyo)",52,kg,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-041,"Red Onions",135.57,kg,"San Miguel Mills Corp."
2026-06-08,RM-042,"Unripe Green Saba Bananas",538.44,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-043,"Fresh Acetes Shrimp (Alamang)",190.72,kg,"Golden Harvest Trading"
2026-06-08,RM-044,"Fresh Bangus (Milkfish) Skin",153.71,kg,"Magnolia Dairy Products"
2026-06-08,RM-045,"Fresh Chiton Mollusk (Kibit)",295.38,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-046,"Fresh Kabasi Fish",165.51,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-08,RM-047,"Fresh Sapsap Fish",177.47,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-048,"Cheese Seasoning Powder",60.06,kg,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-049,"Coarse Rock Salt",155.47,kg,"San Miguel Mills Corp."
2026-06-08,RM-050,"Iodized Salt",90.15,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-051,"Dried Bay Leaves (Laurel)",23.86,kg,"Golden Harvest Trading"
2026-06-08,RM-052,"Dried Red Chili Flakes",38.99,kg,"Magnolia Dairy Products"
2026-06-08,RM-053,"Garlic Powder",64.3,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-08,RM-054,"Ground Black Pepper",57.44,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-08,RM-055,"White Pepper Powder",42.71,kg,"Tiaong Highland Agricultural Hub"
2026-06-08,RM-056,"Whole Black Peppercorns",50.97,kg,"Southern Tagalog Food Essentials Inc."
2026-06-08,RM-057,"Muscovado Brown Sugar",201.1,kg,"San Miguel Mills Corp."
2026-06-08,RM-058,"Panutsa Cane Sugar",170.03,kg,"Universal Robina Agro-Industrial"
2026-06-08,RM-059,"Refined White Sugar",489.61,kg,"Golden Harvest Trading"
2026-06-19,RM-001,"Food Grade Sunset Yellow / Orange Dye",68.39,kg,"San Miguel Mills Corp."
2026-06-19,RM-002,"Baking Powder",93.16,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-003,"Cream of Tartar",37.57,kg,"Golden Harvest Trading"
2026-06-19,RM-004,"Instant Dry Yeast",125.14,kg,"Magnolia Dairy Products"
2026-06-19,RM-005,"Cane Vinegar",156.84,L,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-006,"Soy Sauce",188.09,L,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-007,"Condensed Milk",191.99,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-008,"Evaporated Milk",174.75,L,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-009,"Powdered Milk",173.51,kg,"San Miguel Mills Corp."
2026-06-19,RM-010,"Fresh Whole Egg Whites",163.64,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-011,"Fresh Whole Eggs",402.03,kg,"Golden Harvest Trading"
2026-06-19,RM-012,"All-Vegetable Shortening",208.07,kg,"Magnolia Dairy Products"
2026-06-19,RM-013,"Baking Shortening",173.73,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-014,"Salted Creamery Butter",230.27,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-015,"Seedless Raisins",74.3,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-016,"Vanilla Extract",33.56,L,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-017,"All-Purpose Wheat Flour",504.26,kg,"San Miguel Mills Corp."
2026-06-19,RM-018,"Cornstarch",148.25,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-019,"Glutinous Rice (Malagkit for Pinipig)",250.07,kg,"Golden Harvest Trading"
2026-06-19,RM-020,"Hard Wheat Bread Flour",506.53,kg,"Magnolia Dairy Products"
2026-06-19,RM-021,"Purified Water",690.44,L,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-022,"Cleaned Chicken Crop (Butse)",189.65,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-023,"Pork Skin with Back Fat",413.48,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-024,"Raw Shelled Peanuts",416.93,kg,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-025,"Toasted Sesame Seeds",52.15,kg,"San Miguel Mills Corp."
2026-06-19,RM-026,"Palm Cooking Oil",409.07,L,"Universal Robina Agro-Industrial"
2026-06-19,RM-027,"Pure Pork Lard",219.72,L,"Golden Harvest Trading"
2026-06-19,RM-028,"Refined Peanut Oil",159.43,L,"Magnolia Dairy Products"
2026-06-19,RM-029,"Fresh Carrots",122.52,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-030,"Fresh Cassava Tubers",271.27,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-031,"Fresh Garlic",93.9,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-032,"Fresh Ginger",66.88,kg,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-033,"Fresh Grated Coconut Meat",182.68,kg,"San Miguel Mills Corp."
2026-06-19,RM-034,"Fresh Mature Coconut Meat",177.28,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-035,"Fresh Purple Yam Tubers",167.82,kg,"Golden Harvest Trading"
2026-06-19,RM-036,"Fresh Sweet Potato",190.32,kg,"Magnolia Dairy Products"
2026-06-19,RM-037,"Green Raw Papaya",132.04,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-038,"Pandan Leaves",27.78,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-039,"Red Bell Peppers",60.2,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-040,"Red Chili Peppers (Siling Labuyo)",45.71,kg,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-041,"Red Onions",129.95,kg,"San Miguel Mills Corp."
2026-06-19,RM-042,"Unripe Green Saba Bananas",515.33,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-043,"Fresh Acetes Shrimp (Alamang)",241.21,kg,"Golden Harvest Trading"
2026-06-19,RM-044,"Fresh Bangus (Milkfish) Skin",174.88,kg,"Magnolia Dairy Products"
2026-06-19,RM-045,"Fresh Chiton Mollusk (Kibit)",257.16,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-046,"Fresh Kabasi Fish",147.2,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-047,"Fresh Sapsap Fish",163.42,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-048,"Cheese Seasoning Powder",66.26,kg,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-049,"Coarse Rock Salt",147.12,kg,"San Miguel Mills Corp."
2026-06-19,RM-050,"Iodized Salt",87.4,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-051,"Dried Bay Leaves (Laurel)",22.89,kg,"Golden Harvest Trading"
2026-06-19,RM-052,"Dried Red Chili Flakes",33.12,kg,"Magnolia Dairy Products"
2026-06-19,RM-053,"Garlic Powder",64.47,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-19,RM-054,"Ground Black Pepper",53.82,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-19,RM-055,"White Pepper Powder",43.39,kg,"Tiaong Highland Agricultural Hub"
2026-06-19,RM-056,"Whole Black Peppercorns",53.15,kg,"Southern Tagalog Food Essentials Inc."
2026-06-19,RM-057,"Muscovado Brown Sugar",192.44,kg,"San Miguel Mills Corp."
2026-06-19,RM-058,"Panutsa Cane Sugar",166.18,kg,"Universal Robina Agro-Industrial"
2026-06-19,RM-059,"Refined White Sugar",479.84,kg,"Golden Harvest Trading"
2026-06-30,RM-001,"Food Grade Sunset Yellow / Orange Dye",66.1,kg,"San Miguel Mills Corp."
2026-06-30,RM-002,"Baking Powder",89.82,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-003,"Cream of Tartar",35.91,kg,"Golden Harvest Trading"
2026-06-30,RM-004,"Instant Dry Yeast",131.24,kg,"Magnolia Dairy Products"
2026-06-30,RM-005,"Cane Vinegar",169.04,L,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-006,"Soy Sauce",214.82,L,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-007,"Condensed Milk",213.26,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-008,"Evaporated Milk",187.47,L,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-009,"Powdered Milk",176.03,kg,"San Miguel Mills Corp."
2026-06-30,RM-010,"Fresh Whole Egg Whites",159.09,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-011,"Fresh Whole Eggs",374.97,kg,"Golden Harvest Trading"
2026-06-30,RM-012,"All-Vegetable Shortening",208.67,kg,"Magnolia Dairy Products"
2026-06-30,RM-013,"Baking Shortening",222.22,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-014,"Salted Creamery Butter",233.27,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-015,"Seedless Raisins",63.4,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-016,"Vanilla Extract",29.11,L,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-017,"All-Purpose Wheat Flour",570.61,kg,"San Miguel Mills Corp."
2026-06-30,RM-018,"Cornstarch",153.05,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-019,"Glutinous Rice (Malagkit for Pinipig)",277.13,kg,"Golden Harvest Trading"
2026-06-30,RM-020,"Hard Wheat Bread Flour",491.48,kg,"Magnolia Dairy Products"
2026-06-30,RM-021,"Purified Water",670.44,L,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-022,"Cleaned Chicken Crop (Butse)",172,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-023,"Pork Skin with Back Fat",404.42,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-024,"Raw Shelled Peanuts",389.61,kg,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-025,"Toasted Sesame Seeds",57,kg,"San Miguel Mills Corp."
2026-06-30,RM-026,"Palm Cooking Oil",380.8,L,"Universal Robina Agro-Industrial"
2026-06-30,RM-027,"Pure Pork Lard",206.71,L,"Golden Harvest Trading"
2026-06-30,RM-028,"Refined Peanut Oil",148.11,L,"Magnolia Dairy Products"
2026-06-30,RM-029,"Fresh Carrots",132.97,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-030,"Fresh Cassava Tubers",277.92,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-031,"Fresh Garlic",98.79,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-032,"Fresh Ginger",80.91,kg,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-033,"Fresh Grated Coconut Meat",202.29,kg,"San Miguel Mills Corp."
2026-06-30,RM-034,"Fresh Mature Coconut Meat",174.07,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-035,"Fresh Purple Yam Tubers",172.43,kg,"Golden Harvest Trading"
2026-06-30,RM-036,"Fresh Sweet Potato",182.08,kg,"Magnolia Dairy Products"
2026-06-30,RM-037,"Green Raw Papaya",149.82,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-038,"Pandan Leaves",29.54,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-039,"Red Bell Peppers",62.74,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-040,"Red Chili Peppers (Siling Labuyo)",45.93,kg,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-041,"Red Onions",130.86,kg,"San Miguel Mills Corp."
2026-06-30,RM-042,"Unripe Green Saba Bananas",492.41,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-043,"Fresh Acetes Shrimp (Alamang)",220.42,kg,"Golden Harvest Trading"
2026-06-30,RM-044,"Fresh Bangus (Milkfish) Skin",188.55,kg,"Magnolia Dairy Products"
2026-06-30,RM-045,"Fresh Chiton Mollusk (Kibit)",297.9,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-046,"Fresh Kabasi Fish",129.08,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-047,"Fresh Sapsap Fish",171.46,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-048,"Cheese Seasoning Powder",60.46,kg,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-049,"Coarse Rock Salt",153.67,kg,"San Miguel Mills Corp."
2026-06-30,RM-050,"Iodized Salt",101.4,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-051,"Dried Bay Leaves (Laurel)",21.84,kg,"Golden Harvest Trading"
2026-06-30,RM-052,"Dried Red Chili Flakes",33.27,kg,"Magnolia Dairy Products"
2026-06-30,RM-053,"Garlic Powder",52.32,kg,"Quezon Coastal Gatherers Cooperative"
2026-06-30,RM-054,"Ground Black Pepper",46.64,kg,"Lucena Aquatic & Fish Port Authority"
2026-06-30,RM-055,"White Pepper Powder",41.03,kg,"Tiaong Highland Agricultural Hub"
2026-06-30,RM-056,"Whole Black Peppercorns",59.58,kg,"Southern Tagalog Food Essentials Inc."
2026-06-30,RM-057,"Muscovado Brown Sugar",211.53,kg,"San Miguel Mills Corp."
2026-06-30,RM-058,"Panutsa Cane Sugar",168.28,kg,"Universal Robina Agro-Industrial"
2026-06-30,RM-059,"Refined White Sugar",463.21,kg,"Golden Harvest Trading"
2026-07-11,RM-001,"Food Grade Sunset Yellow / Orange Dye",71.28,kg,"San Miguel Mills Corp."
2026-07-11,RM-002,"Baking Powder",85.05,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-003,"Cream of Tartar",32.26,kg,"Golden Harvest Trading"
2026-07-11,RM-004,"Instant Dry Yeast",116.1,kg,"Magnolia Dairy Products"
2026-07-11,RM-005,"Cane Vinegar",152.11,L,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-006,"Soy Sauce",200.53,L,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-007,"Condensed Milk",260.05,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-008,"Evaporated Milk",164.21,L,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-009,"Powdered Milk",166.81,kg,"San Miguel Mills Corp."
2026-07-11,RM-010,"Fresh Whole Egg Whites",149.12,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-011,"Fresh Whole Eggs",342.8,kg,"Golden Harvest Trading"
2026-07-11,RM-012,"All-Vegetable Shortening",213.23,kg,"Magnolia Dairy Products"
2026-07-11,RM-013,"Baking Shortening",209.99,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-014,"Salted Creamery Butter",217.66,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-015,"Seedless Raisins",67.43,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-016,"Vanilla Extract",25.14,L,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-017,"All-Purpose Wheat Flour",459.99,kg,"San Miguel Mills Corp."
2026-07-11,RM-018,"Cornstarch",158.98,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-019,"Glutinous Rice (Malagkit for Pinipig)",328.09,kg,"Golden Harvest Trading"
2026-07-11,RM-020,"Hard Wheat Bread Flour",572.52,kg,"Magnolia Dairy Products"
2026-07-11,RM-021,"Purified Water",701.35,L,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-022,"Cleaned Chicken Crop (Butse)",143.91,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-023,"Pork Skin with Back Fat",381.91,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-024,"Raw Shelled Peanuts",390.75,kg,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-025,"Toasted Sesame Seeds",61.91,kg,"San Miguel Mills Corp."
2026-07-11,RM-026,"Palm Cooking Oil",470.29,L,"Universal Robina Agro-Industrial"
2026-07-11,RM-027,"Pure Pork Lard",219.3,L,"Golden Harvest Trading"
2026-07-11,RM-028,"Refined Peanut Oil",133.61,L,"Magnolia Dairy Products"
2026-07-11,RM-029,"Fresh Carrots",120.34,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-030,"Fresh Cassava Tubers",280.8,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-031,"Fresh Garlic",105.23,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-032,"Fresh Ginger",86.62,kg,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-033,"Fresh Grated Coconut Meat",186.83,kg,"San Miguel Mills Corp."
2026-07-11,RM-034,"Fresh Mature Coconut Meat",159.74,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-035,"Fresh Purple Yam Tubers",167.47,kg,"Golden Harvest Trading"
2026-07-11,RM-036,"Fresh Sweet Potato",187.45,kg,"Magnolia Dairy Products"
2026-07-11,RM-037,"Green Raw Papaya",151.6,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-038,"Pandan Leaves",29.74,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-039,"Red Bell Peppers",64.18,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-040,"Red Chili Peppers (Siling Labuyo)",46.07,kg,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-041,"Red Onions",119.2,kg,"San Miguel Mills Corp."
2026-07-11,RM-042,"Unripe Green Saba Bananas",444.71,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-043,"Fresh Acetes Shrimp (Alamang)",240.62,kg,"Golden Harvest Trading"
2026-07-11,RM-044,"Fresh Bangus (Milkfish) Skin",209.21,kg,"Magnolia Dairy Products"
2026-07-11,RM-045,"Fresh Chiton Mollusk (Kibit)",329.47,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-046,"Fresh Kabasi Fish",151.26,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-047,"Fresh Sapsap Fish",150.3,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-048,"Cheese Seasoning Powder",54.88,kg,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-049,"Coarse Rock Salt",171.36,kg,"San Miguel Mills Corp."
2026-07-11,RM-050,"Iodized Salt",103.49,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-051,"Dried Bay Leaves (Laurel)",24.89,kg,"Golden Harvest Trading"
2026-07-11,RM-052,"Dried Red Chili Flakes",38.72,kg,"Magnolia Dairy Products"
2026-07-11,RM-053,"Garlic Powder",48.66,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-11,RM-054,"Ground Black Pepper",49.46,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-11,RM-055,"White Pepper Powder",40.28,kg,"Tiaong Highland Agricultural Hub"
2026-07-11,RM-056,"Whole Black Peppercorns",66.69,kg,"Southern Tagalog Food Essentials Inc."
2026-07-11,RM-057,"Muscovado Brown Sugar",264.78,kg,"San Miguel Mills Corp."
2026-07-11,RM-058,"Panutsa Cane Sugar",189.69,kg,"Universal Robina Agro-Industrial"
2026-07-11,RM-059,"Refined White Sugar",448.41,kg,"Golden Harvest Trading"
2026-07-22,RM-001,"Food Grade Sunset Yellow / Orange Dye",84.07,kg,"San Miguel Mills Corp."
2026-07-22,RM-002,"Baking Powder",98.47,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-003,"Cream of Tartar",30.57,kg,"Golden Harvest Trading"
2026-07-22,RM-004,"Instant Dry Yeast",97.13,kg,"Magnolia Dairy Products"
2026-07-22,RM-005,"Cane Vinegar",149.1,L,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-006,"Soy Sauce",216.72,L,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-007,"Condensed Milk",254.06,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-008,"Evaporated Milk",185.58,L,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-009,"Powdered Milk",169.96,kg,"San Miguel Mills Corp."
2026-07-22,RM-010,"Fresh Whole Egg Whites",142.78,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-011,"Fresh Whole Eggs",317.77,kg,"Golden Harvest Trading"
2026-07-22,RM-012,"All-Vegetable Shortening",221.63,kg,"Magnolia Dairy Products"
2026-07-22,RM-013,"Baking Shortening",234.68,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-014,"Salted Creamery Butter",265.14,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-015,"Seedless Raisins",69.25,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-016,"Vanilla Extract",26.99,L,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-017,"All-Purpose Wheat Flour",494.27,kg,"San Miguel Mills Corp."
2026-07-22,RM-018,"Cornstarch",136,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-019,"Glutinous Rice (Malagkit for Pinipig)",331.08,kg,"Golden Harvest Trading"
2026-07-22,RM-020,"Hard Wheat Bread Flour",664.18,kg,"Magnolia Dairy Products"
2026-07-22,RM-021,"Purified Water",808.8,L,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-022,"Cleaned Chicken Crop (Butse)",149.87,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-023,"Pork Skin with Back Fat",372.07,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-024,"Raw Shelled Peanuts",407.97,kg,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-025,"Toasted Sesame Seeds",60.8,kg,"San Miguel Mills Corp."
2026-07-22,RM-026,"Palm Cooking Oil",445.1,L,"Universal Robina Agro-Industrial"
2026-07-22,RM-027,"Pure Pork Lard",223.1,L,"Golden Harvest Trading"
2026-07-22,RM-028,"Refined Peanut Oil",122.26,L,"Magnolia Dairy Products"
2026-07-22,RM-029,"Fresh Carrots",114.5,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-030,"Fresh Cassava Tubers",246.6,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-031,"Fresh Garlic",100,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-032,"Fresh Ginger",85.46,kg,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-033,"Fresh Grated Coconut Meat",213.09,kg,"San Miguel Mills Corp."
2026-07-22,RM-034,"Fresh Mature Coconut Meat",170.88,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-035,"Fresh Purple Yam Tubers",147.3,kg,"Golden Harvest Trading"
2026-07-22,RM-036,"Fresh Sweet Potato",164.5,kg,"Magnolia Dairy Products"
2026-07-22,RM-037,"Green Raw Papaya",145.17,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-038,"Pandan Leaves",34.48,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-039,"Red Bell Peppers",74.03,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-040,"Red Chili Peppers (Siling Labuyo)",44.25,kg,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-041,"Red Onions",104.72,kg,"San Miguel Mills Corp."
2026-07-22,RM-042,"Unripe Green Saba Bananas",469.52,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-043,"Fresh Acetes Shrimp (Alamang)",233.64,kg,"Golden Harvest Trading"
2026-07-22,RM-044,"Fresh Bangus (Milkfish) Skin",210.83,kg,"Magnolia Dairy Products"
2026-07-22,RM-045,"Fresh Chiton Mollusk (Kibit)",351.29,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-046,"Fresh Kabasi Fish",149.31,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-047,"Fresh Sapsap Fish",132.6,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-048,"Cheese Seasoning Powder",51.56,kg,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-049,"Coarse Rock Salt",157.74,kg,"San Miguel Mills Corp."
2026-07-22,RM-050,"Iodized Salt",99.56,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-051,"Dried Bay Leaves (Laurel)",28.41,kg,"Golden Harvest Trading"
2026-07-22,RM-052,"Dried Red Chili Flakes",36.12,kg,"Magnolia Dairy Products"
2026-07-22,RM-053,"Garlic Powder",56.24,kg,"Quezon Coastal Gatherers Cooperative"
2026-07-22,RM-054,"Ground Black Pepper",47.03,kg,"Lucena Aquatic & Fish Port Authority"
2026-07-22,RM-055,"White Pepper Powder",40.1,kg,"Tiaong Highland Agricultural Hub"
2026-07-22,RM-056,"Whole Black Peppercorns",66.8,kg,"Southern Tagalog Food Essentials Inc."
2026-07-22,RM-057,"Muscovado Brown Sugar",247.39,kg,"San Miguel Mills Corp."
2026-07-22,RM-058,"Panutsa Cane Sugar",181.8,kg,"Universal Robina Agro-Industrial"
2026-07-22,RM-059,"Refined White Sugar",457.36,kg,"Golden Harvest Trading"
2026-08-02,RM-001,"Food Grade Sunset Yellow / Orange Dye",84.55,kg,"San Miguel Mills Corp."
2026-08-02,RM-002,"Baking Powder",96.67,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-003,"Cream of Tartar",37,kg,"Golden Harvest Trading"
2026-08-02,RM-004,"Instant Dry Yeast",96.59,kg,"Magnolia Dairy Products"
2026-08-02,RM-005,"Cane Vinegar",133.47,L,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-006,"Soy Sauce",205.67,L,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-007,"Condensed Milk",254.37,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-008,"Evaporated Milk",195.7,L,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-009,"Powdered Milk",163.97,kg,"San Miguel Mills Corp."
2026-08-02,RM-010,"Fresh Whole Egg Whites",128.1,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-011,"Fresh Whole Eggs",312.83,kg,"Golden Harvest Trading"
2026-08-02,RM-012,"All-Vegetable Shortening",193,kg,"Magnolia Dairy Products"
2026-08-02,RM-013,"Baking Shortening",234.74,kg,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-014,"Salted Creamery Butter",297.48,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-015,"Seedless Raisins",77.04,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-016,"Vanilla Extract",27.67,L,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-017,"All-Purpose Wheat Flour",407.24,kg,"San Miguel Mills Corp."
2026-08-02,RM-018,"Cornstarch",134.91,kg,"Universal Robina Agro-Industrial"
2026-08-02,RM-019,"Glutinous Rice (Malagkit for Pinipig)",295.11,kg,"Golden Harvest Trading"
2026-08-02,RM-020,"Hard Wheat Bread Flour",605.79,kg,"Magnolia Dairy Products"
2026-08-02,RM-021,"Purified Water",741,L,"Quezon Coastal Gatherers Cooperative"
2026-08-02,RM-022,"Cleaned Chicken Crop (Butse)",165.74,kg,"Lucena Aquatic & Fish Port Authority"
2026-08-02,RM-023,"Pork Skin with Back Fat",327.54,kg,"Tiaong Highland Agricultural Hub"
2026-08-02,RM-024,"Raw Shelled Peanuts",312.8,kg,"Southern Tagalog Food Essentials Inc."
2026-08-02,RM-025,"Toasted Sesame Seeds",56.99,kg,"San Miguel Mills Corp."
2026-08-02,RM-026,"Palm Cooking Oil",465.37,L,"Universal Robina Agro-Industrial"
2026-08-02,RM-027,"Pure Pork Lard",278.49,L,"Golden Harvest Trading"
2026-08-02,RM-028,"Refined Peanut Oil",151.1,L,"Magnolia Dairy Products"
