usage_date,raw_material_name,consumed_quantity,unit,activity_type,finished_product_name
2026-05-02,"Bread Flour",43.22,kg,"Baking Production Batch","Butter Croissants"
2026-05-02,"All-Purpose Flour",33.29,kg,"Baking Production Batch","Classic Pandesal"
2026-05-02,"Refined White Sugar",20.72,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-02,"Salted Butter",13.47,kg,"Baking Production Batch","Classic Pandesal"
2026-05-02,"Fresh Eggs",62.05,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-02,"Whole Milk",10.63,L,"Baking Production Batch","Classic Pandesal"
2026-05-02,"Instant Dry Yeast",2.61,kg,"Baking Production Batch","Classic Pandesal"
2026-05-02,"Iodized Salt",3.45,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-02,"Pure Vanilla Extract",0.83,L,"Baking Production Batch","Classic Pandesal"
2026-05-02,"Cocoa Powder",5.04,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-03,"Bread Flour",43.66,kg,"Baking Production Batch","Classic Pandesal"
2026-05-03,"All-Purpose Flour",32.75,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-03,"Refined White Sugar",23.51,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-03,"Salted Butter",15.01,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-03,"Fresh Eggs",66.35,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-03,"Whole Milk",13.05,L,"Baking Production Batch","French Baguette"
2026-05-03,"Instant Dry Yeast",2.59,kg,"Baking Production Batch","Classic Pandesal"
2026-05-03,"Iodized Salt",2.78,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-03,"Pure Vanilla Extract",0.91,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-03,"Cocoa Powder",4.83,kg,"Baking Production Batch","Classic Pandesal"
2026-05-04,"Bread Flour",30.08,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-04,"All-Purpose Flour",20.61,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-04,"Refined White Sugar",15.75,kg,"Baking Production Batch","Brioche Buns"
2026-05-04,"Salted Butter",10.04,kg,"Baking Production Batch","Brioche Buns"
2026-05-04,"Fresh Eggs",39.76,pcs,"Baking Production Batch","Classic Pandesal"
2026-05-04,"Whole Milk",9.35,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-04,"Instant Dry Yeast",1.91,kg,"Baking Production Batch","Classic Pandesal"
2026-05-04,"Iodized Salt",2.35,kg,"Baking Production Batch","Classic Pandesal"
2026-05-04,"Pure Vanilla Extract",0.63,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-04,"Cocoa Powder",3.37,kg,"Baking Production Batch","French Baguette"
2026-05-05,"Bread Flour",26.91,kg,"Baking Production Batch","Classic Pandesal"
2026-05-05,"All-Purpose Flour",23.26,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-05,"Refined White Sugar",15.64,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-05,"Salted Butter",11.38,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-05,"Fresh Eggs",46.98,pcs,"Baking Production Batch","Brioche Buns"
2026-05-05,"Whole Milk",7.67,L,"Baking Production Batch","French Baguette"
2026-05-05,"Instant Dry Yeast",1.78,kg,"Baking Production Batch","Butter Croissants"
2026-05-05,"Iodized Salt",2.05,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-05,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Classic Pandesal"
2026-05-05,"Cocoa Powder",3.23,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-06,"Bread Flour",28.04,kg,"Baking Production Batch","Classic Pandesal"
2026-05-06,"All-Purpose Flour",20.09,kg,"Baking Production Batch","Classic Pandesal"
2026-05-06,"Refined White Sugar",15.7,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-06,"Salted Butter",9.04,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-06,"Fresh Eggs",40.56,pcs,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-06,"Whole Milk",9.12,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-06,"Instant Dry Yeast",1.83,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-06,"Iodized Salt",2.33,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-06,"Pure Vanilla Extract",0.53,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-06,"Cocoa Powder",3.26,kg,"Baking Production Batch","Classic Pandesal"
2026-05-07,"Bread Flour",28.24,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-07,"All-Purpose Flour",22.11,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-07,"Refined White Sugar",15.67,kg,"Baking Production Batch","Brioche Buns"
2026-05-07,"Salted Butter",9.55,kg,"Baking Production Batch","French Baguette"
2026-05-07,"Fresh Eggs",50.58,pcs,"Baking Production Batch","Butter Croissants"
2026-05-07,"Whole Milk",7.97,L,"Baking Production Batch","Ensaymada Especial"
2026-05-07,"Instant Dry Yeast",1.77,kg,"Baking Production Batch","Brioche Buns"
2026-05-07,"Iodized Salt",2.1,kg,"Baking Production Batch","Classic Pandesal"
2026-05-07,"Pure Vanilla Extract",0.67,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-07,"Cocoa Powder",3.36,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-08,"Bread Flour",27.91,kg,"Baking Production Batch","Butter Croissants"
2026-05-08,"All-Purpose Flour",23.22,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-08,"Refined White Sugar",16.65,kg,"Baking Production Batch","Classic Pandesal"
2026-05-08,"Salted Butter",9.56,kg,"Baking Production Batch","Brioche Buns"
2026-05-08,"Fresh Eggs",45.93,pcs,"Baking Production Batch","Brioche Buns"
2026-05-08,"Whole Milk",7.93,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-08,"Instant Dry Yeast",1.63,kg,"Baking Production Batch","Butter Croissants"
2026-05-08,"Iodized Salt",2.22,kg,"Baking Production Batch","Brioche Buns"
2026-05-08,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-08,"Cocoa Powder",3.71,kg,"Baking Production Batch","Classic Pandesal"
2026-05-09,"Bread Flour",41.2,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-09,"All-Purpose Flour",32.22,kg,"Baking Production Batch","French Baguette"
2026-05-09,"Refined White Sugar",22.86,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-09,"Salted Butter",12.73,kg,"Baking Production Batch","Classic Pandesal"
2026-05-09,"Fresh Eggs",67.38,pcs,"Baking Production Batch","Ensaymada Especial"
2026-05-09,"Whole Milk",13.43,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-09,"Instant Dry Yeast",2.7,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-09,"Iodized Salt",2.86,kg,"Baking Production Batch","Butter Croissants"
2026-05-09,"Pure Vanilla Extract",0.94,L,"Baking Production Batch","Brioche Buns"
2026-05-09,"Cocoa Powder",4.63,kg,"Baking Production Batch","Butter Croissants"
2026-05-10,"Bread Flour",37.7,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-10,"All-Purpose Flour",31.36,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-10,"Refined White Sugar",22.68,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-10,"Salted Butter",12.87,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-10,"Fresh Eggs",55.56,pcs,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-10,"Whole Milk",12.47,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-10,"Instant Dry Yeast",2.35,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-10,"Iodized Salt",3.16,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-10,"Pure Vanilla Extract",0.83,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-10,"Cocoa Powder",4.97,kg,"Baking Production Batch","Brioche Buns"
2026-05-11,"Bread Flour",30.34,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-11,"All-Purpose Flour",19.49,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-11,"Refined White Sugar",17.14,kg,"Baking Production Batch","Classic Pandesal"
2026-05-11,"Salted Butter",10.13,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-11,"Fresh Eggs",48.51,pcs,"Baking Production Batch","Classic Pandesal"
2026-05-11,"Whole Milk",7.97,L,"Baking Production Batch","Ensaymada Especial"
2026-05-11,"Instant Dry Yeast",1.95,kg,"Baking Production Batch","Classic Pandesal"
2026-05-11,"Iodized Salt",2.43,kg,"Baking Production Batch","French Baguette"
2026-05-11,"Pure Vanilla Extract",0.64,L,"Baking Production Batch","Classic Pandesal"
2026-05-11,"Cocoa Powder",3.19,kg,"Baking Production Batch","French Baguette"
2026-05-12,"Bread Flour",31.54,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-12,"All-Purpose Flour",21.34,kg,"Baking Production Batch","Classic Pandesal"
2026-05-12,"Refined White Sugar",17.03,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-12,"Salted Butter",10.15,kg,"Baking Production Batch","Classic Pandesal"
2026-05-12,"Fresh Eggs",48.78,pcs,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-12,"Whole Milk",8.67,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-12,"Instant Dry Yeast",1.84,kg,"Baking Production Batch","Classic Pandesal"
2026-05-12,"Iodized Salt",1.95,kg,"Baking Production Batch","French Baguette"
2026-05-12,"Pure Vanilla Extract",0.59,L,"Baking Production Batch","Ensaymada Especial"
2026-05-12,"Cocoa Powder",3.4,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-13,"Bread Flour",29.34,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-13,"All-Purpose Flour",22.04,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-13,"Refined White Sugar",17.88,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-13,"Salted Butter",9.04,kg,"Baking Production Batch","Brioche Buns"
2026-05-13,"Fresh Eggs",48.13,pcs,"Baking Production Batch","Brioche Buns"
2026-05-13,"Whole Milk",8.3,L,"Baking Production Batch","Ensaymada Especial"
2026-05-13,"Instant Dry Yeast",1.9,kg,"Baking Production Batch","Classic Pandesal"
2026-05-13,"Iodized Salt",2.46,kg,"Baking Production Batch","Butter Croissants"
2026-05-13,"Pure Vanilla Extract",0.54,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-13,"Cocoa Powder",3.47,kg,"Baking Production Batch","Butter Croissants"
2026-05-14,"Bread Flour",28.99,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-14,"All-Purpose Flour",23.74,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-14,"Refined White Sugar",16.55,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-14,"Salted Butter",9.38,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-14,"Fresh Eggs",42.71,pcs,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-14,"Whole Milk",7.85,L,"Baking Production Batch","Brioche Buns"
2026-05-14,"Instant Dry Yeast",1.97,kg,"Baking Production Batch","French Baguette"
2026-05-14,"Iodized Salt",2.44,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-14,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-14,"Cocoa Powder",3.66,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-15,"Bread Flour",28.44,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-15,"All-Purpose Flour",20.18,kg,"Baking Production Batch","Classic Pandesal"
2026-05-15,"Refined White Sugar",14.75,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-15,"Salted Butter",11.3,kg,"Baking Production Batch","Brioche Buns"
2026-05-15,"Fresh Eggs",49.46,pcs,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-15,"Whole Milk",7.98,L,"Baking Production Batch","Brioche Buns"
2026-05-15,"Instant Dry Yeast",1.6,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-15,"Iodized Salt",2.22,kg,"Baking Production Batch","French Baguette"
2026-05-15,"Pure Vanilla Extract",0.57,L,"Baking Production Batch","Butter Croissants"
2026-05-15,"Cocoa Powder",3.12,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-16,"Bread Flour",36.19,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-16,"All-Purpose Flour",27.11,kg,"Baking Production Batch","Butter Croissants"
2026-05-16,"Refined White Sugar",23.98,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-16,"Salted Butter",13.81,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-16,"Fresh Eggs",59.89,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-16,"Whole Milk",12.5,L,"Baking Production Batch","Brioche Buns"
2026-05-16,"Instant Dry Yeast",2.81,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-16,"Iodized Salt",3.44,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-16,"Pure Vanilla Extract",0.85,L,"Baking Production Batch","Ensaymada Especial"
2026-05-16,"Cocoa Powder",4.38,kg,"Baking Production Batch","Classic Pandesal"
2026-05-17,"Bread Flour",42.19,kg,"Baking Production Batch","Classic Pandesal"
2026-05-17,"All-Purpose Flour",34.07,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-17,"Refined White Sugar",22.22,kg,"Baking Production Batch","Brioche Buns"
2026-05-17,"Salted Butter",14.97,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-17,"Fresh Eggs",62.33,pcs,"Baking Production Batch","Classic Pandesal"
2026-05-17,"Whole Milk",11.19,L,"Baking Production Batch","Classic Pandesal"
2026-05-17,"Instant Dry Yeast",2.43,kg,"Baking Production Batch","Brioche Buns"
2026-05-17,"Iodized Salt",3.33,kg,"Baking Production Batch","Brioche Buns"
2026-05-17,"Pure Vanilla Extract",0.86,L,"Baking Production Batch","Butter Croissants"
2026-05-17,"Cocoa Powder",4.88,kg,"Baking Production Batch","French Baguette"
2026-05-18,"Bread Flour",27.17,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-18,"All-Purpose Flour",21.11,kg,"Baking Production Batch","Classic Pandesal"
2026-05-18,"Refined White Sugar",15.45,kg,"Baking Production Batch","Butter Croissants"
2026-05-18,"Salted Butter",11.27,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-18,"Fresh Eggs",47.15,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-18,"Whole Milk",8.11,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-18,"Instant Dry Yeast",1.65,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-18,"Iodized Salt",2.35,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-18,"Pure Vanilla Extract",0.62,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-18,"Cocoa Powder",3.86,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-19,"Bread Flour",25.38,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-19,"All-Purpose Flour",24.7,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-19,"Refined White Sugar",15.65,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-19,"Salted Butter",9.76,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-19,"Fresh Eggs",40.51,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-19,"Whole Milk",7.87,L,"Baking Production Batch","Brioche Buns"
2026-05-19,"Instant Dry Yeast",1.98,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-19,"Iodized Salt",2.32,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-19,"Pure Vanilla Extract",0.66,L,"Baking Production Batch","Classic Pandesal"
2026-05-19,"Cocoa Powder",3.35,kg,"Baking Production Batch","Butter Croissants"
2026-05-20,"Bread Flour",26.06,kg,"Baking Production Batch","Classic Pandesal"
2026-05-20,"All-Purpose Flour",20.43,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-20,"Refined White Sugar",15.82,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-20,"Salted Butter",9.68,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-20,"Fresh Eggs",48.44,pcs,"Baking Production Batch","Ensaymada Especial"
2026-05-20,"Whole Milk",7.54,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-20,"Instant Dry Yeast",1.9,kg,"Baking Production Batch","Brioche Buns"
2026-05-20,"Iodized Salt",2.47,kg,"Baking Production Batch","French Baguette"
2026-05-20,"Pure Vanilla Extract",0.66,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-20,"Cocoa Powder",3.19,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-21,"Bread Flour",30.57,kg,"Baking Production Batch","Butter Croissants"
2026-05-21,"All-Purpose Flour",24,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-21,"Refined White Sugar",15.81,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-21,"Salted Butter",10.54,kg,"Baking Production Batch","Butter Croissants"
2026-05-21,"Fresh Eggs",44.23,pcs,"Baking Production Batch","Classic Pandesal"
2026-05-21,"Whole Milk",9.18,L,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-21,"Instant Dry Yeast",1.7,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-21,"Iodized Salt",2.48,kg,"Baking Production Batch","Butter Croissants"
2026-05-21,"Pure Vanilla Extract",0.53,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-21,"Cocoa Powder",3.22,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-22,"Bread Flour",25.48,kg,"Baking Production Batch","Butter Croissants"
2026-05-22,"All-Purpose Flour",20.49,kg,"Baking Production Batch","Brioche Buns"
2026-05-22,"Refined White Sugar",14.84,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-22,"Salted Butter",10.34,kg,"Baking Production Batch","Butter Croissants"
2026-05-22,"Fresh Eggs",41.88,pcs,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-22,"Whole Milk",9.41,L,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-22,"Instant Dry Yeast",1.88,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-22,"Iodized Salt",2.46,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-22,"Pure Vanilla Extract",0.57,L,"Baking Production Batch","Butter Croissants"
2026-05-22,"Cocoa Powder",3.78,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-23,"Bread Flour",38.31,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-23,"All-Purpose Flour",29.33,kg,"Baking Production Batch","Classic Pandesal"
2026-05-23,"Refined White Sugar",20.63,kg,"Baking Production Batch","Brioche Buns"
2026-05-23,"Salted Butter",14.23,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-23,"Fresh Eggs",60.47,pcs,"Baking Production Batch","Ensaymada Especial"
2026-05-23,"Whole Milk",11.1,L,"Baking Production Batch","Ensaymada Especial"
2026-05-23,"Instant Dry Yeast",2.64,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-23,"Iodized Salt",2.92,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-23,"Pure Vanilla Extract",0.83,L,"Baking Production Batch","Classic Pandesal"
2026-05-23,"Cocoa Powder",4.9,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-24,"Bread Flour",43.63,kg,"Baking Production Batch","Brioche Buns"
2026-05-24,"All-Purpose Flour",27.34,kg,"Baking Production Batch","Butter Croissants"
2026-05-24,"Refined White Sugar",23.19,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-24,"Salted Butter",15.02,kg,"Baking Production Batch","Classic Pandesal"
2026-05-24,"Fresh Eggs",62.69,pcs,"Baking Production Batch","Ensaymada Especial"
2026-05-24,"Whole Milk",12.41,L,"Baking Production Batch","French Baguette"
2026-05-24,"Instant Dry Yeast",2.81,kg,"Baking Production Batch","Classic Pandesal"
2026-05-24,"Iodized Salt",3.45,kg,"Baking Production Batch","Butter Croissants"
2026-05-24,"Pure Vanilla Extract",0.85,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-24,"Cocoa Powder",5.26,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-25,"Bread Flour",30.81,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-25,"All-Purpose Flour",19.61,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-25,"Refined White Sugar",17.67,kg,"Baking Production Batch","Butter Croissants"
2026-05-25,"Salted Butter",9.23,kg,"Baking Production Batch","French Baguette"
2026-05-25,"Fresh Eggs",49.56,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-25,"Whole Milk",7.76,L,"Baking Production Batch","Ensaymada Especial"
2026-05-25,"Instant Dry Yeast",1.92,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-25,"Iodized Salt",2.09,kg,"Baking Production Batch","French Baguette"
2026-05-25,"Pure Vanilla Extract",0.66,L,"Baking Production Batch","Ensaymada Especial"
2026-05-25,"Cocoa Powder",3.14,kg,"Baking Production Batch","Brioche Buns"
2026-05-26,"Bread Flour",31.62,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-26,"All-Purpose Flour",24.26,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-26,"Refined White Sugar",14.68,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-26,"Salted Butter",10.29,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-26,"Fresh Eggs",50.45,pcs,"Baking Production Batch","Ensaymada Especial"
2026-05-26,"Whole Milk",8.57,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-26,"Instant Dry Yeast",1.88,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-26,"Iodized Salt",2.04,kg,"Baking Production Batch","Brioche Buns"
2026-05-26,"Pure Vanilla Extract",0.54,L,"Baking Production Batch","Classic Pandesal"
2026-05-26,"Cocoa Powder",3.81,kg,"Baking Production Batch","Butter Croissants"
2026-05-27,"Bread Flour",28.77,kg,"Baking Production Batch","French Baguette"
2026-05-27,"All-Purpose Flour",24.38,kg,"Baking Production Batch","Butter Croissants"
2026-05-27,"Refined White Sugar",14.66,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-27,"Salted Butter",9.79,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-27,"Fresh Eggs",43.56,pcs,"Baking Production Batch","French Baguette"
2026-05-27,"Whole Milk",8.62,L,"Baking Production Batch","Butter Croissants"
2026-05-27,"Instant Dry Yeast",1.86,kg,"Baking Production Batch","French Baguette"
2026-05-27,"Iodized Salt",2.16,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-27,"Pure Vanilla Extract",0.67,L,"Baking Production Batch","Brioche Buns"
2026-05-27,"Cocoa Powder",3.9,kg,"Baking Production Batch","French Baguette"
2026-05-28,"Bread Flour",31.18,kg,"Baking Production Batch","Butter Croissants"
2026-05-28,"All-Purpose Flour",23.89,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-28,"Refined White Sugar",14.74,kg,"Baking Production Batch","French Baguette"
2026-05-28,"Salted Butter",10.32,kg,"Baking Production Batch","French Baguette"
2026-05-28,"Fresh Eggs",50.72,pcs,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-28,"Whole Milk",9.36,L,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-28,"Instant Dry Yeast",2.01,kg,"Baking Production Batch","Brioche Buns"
2026-05-28,"Iodized Salt",2.47,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-28,"Pure Vanilla Extract",0.58,L,"Baking Production Batch","French Baguette"
2026-05-28,"Cocoa Powder",3.9,kg,"Baking Production Batch","Brioche Buns"
2026-05-29,"Bread Flour",30.44,kg,"Baking Production Batch","French Baguette"
2026-05-29,"All-Purpose Flour",23.8,kg,"Baking Production Batch","Butter Croissants"
2026-05-29,"Refined White Sugar",15.66,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-29,"Salted Butter",11,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-29,"Fresh Eggs",50.65,pcs,"Baking Production Batch","Classic Pandesal"
2026-05-29,"Whole Milk",9.21,L,"Baking Production Batch","Ensaymada Especial"
2026-05-29,"Instant Dry Yeast",1.99,kg,"Baking Production Batch","Classic Pandesal"
2026-05-29,"Iodized Salt",2.34,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-29,"Pure Vanilla Extract",0.53,L,"Baking Production Batch","Brioche Buns"
2026-05-29,"Cocoa Powder",3.56,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-30,"Bread Flour",38.93,kg,"Baking Production Batch","Brioche Buns"
2026-05-30,"All-Purpose Flour",32.17,kg,"Baking Production Batch","Butter Croissants"
2026-05-30,"Refined White Sugar",25.52,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-30,"Salted Butter",13.18,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-30,"Fresh Eggs",67.19,pcs,"Baking Production Batch","Classic Pandesal"
2026-05-30,"Whole Milk",12.39,L,"Baking Production Batch","Brioche Buns"
2026-05-30,"Instant Dry Yeast",2.39,kg,"Baking Production Batch","Ensaymada Especial"
2026-05-30,"Iodized Salt",3.15,kg,"Baking Production Batch","Brioche Buns"
2026-05-30,"Pure Vanilla Extract",0.78,L,"Baking Production Batch","Butter Croissants"
2026-05-30,"Cocoa Powder",5.09,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-05-31,"Bread Flour",37.99,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-31,"All-Purpose Flour",31.14,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-31,"Refined White Sugar",22.88,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-05-31,"Salted Butter",15.14,kg,"Baking Production Batch","Artisan Sourdough Loaf"
2026-05-31,"Fresh Eggs",56.88,pcs,"Baking Production Batch","Ensaymada Especial"
2026-05-31,"Whole Milk",12.24,L,"Baking Production Batch","Brioche Buns"
2026-05-31,"Instant Dry Yeast",2.31,kg,"Baking Production Batch","French Baguette"
2026-05-31,"Iodized Salt",3.38,kg,"Baking Production Batch","Classic Pandesal"
2026-05-31,"Pure Vanilla Extract",0.86,L,"Baking Production Batch","Butter Croissants"
2026-05-31,"Cocoa Powder",5.17,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-06-01,"Bread Flour",25.22,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-06-01,"All-Purpose Flour",24.53,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-06-01,"Refined White Sugar",16.35,kg,"Baking Production Batch","Chocolate Chip Cookies"
2026-06-01,"Salted Butter",11.01,kg,"Baking Production Batch","Chocolate Chiffon Cake"
2026-06-01,"Fresh Eggs",40.91,pcs,"Baking Production Batch","Chocolate Chiffon Cake"
2026-06-01,"Whole Milk",9.02,L,"Baking Production Batch","Ensaymada Especial"
2026-06-01,"Instant Dry Yeast",1.72,kg,"Baking Production Batch","Ensaymada Especial"
