receipt_date,item_code,material_name,received_quantity,unit,supplier_name
2026-08-14,RM-026,"Palm Cooking Oil",475,L,"Approved Industrial Supplier"
2026-08-23,RM-026,"Palm Cooking Oil",430,L,"Approved Industrial Supplier"
2026-09-01,RM-026,"Palm Cooking Oil",437,L,"Approved Industrial Supplier"
2026-01-01,RM-027,"Pure Pork Lard",242,L,"Approved Industrial Supplier"
2026-01-11,RM-027,"Pure Pork Lard",255,L,"Approved Industrial Supplier"
2026-01-21,RM-027,"Pure Pork Lard",271,L,"Approved Industrial Supplier"
2026-01-31,RM-027,"Pure Pork Lard",260,L,"Approved Industrial Supplier"
2026-02-10,RM-027,"Pure Pork Lard",269,L,"Approved Industrial Supplier"
2026-02-20,RM-027,"Pure Pork Lard",249,L,"Approved Industrial Supplier"
2026-03-02,RM-027,"Pure Pork Lard",245,L,"Approved Industrial Supplier"
2026-03-12,RM-027,"Pure Pork Lard",230,L,"Approved Industrial Supplier"
2026-03-22,RM-027,"Pure Pork Lard",274,L,"Approved Industrial Supplier"
2026-04-01,RM-027,"Pure Pork Lard",252,L,"Approved Industrial Supplier"
2026-04-11,RM-027,"Pure Pork Lard",242,L,"Approved Industrial Supplier"
2026-04-21,RM-027,"Pure Pork Lard",244,L,"Approved Industrial Supplier"
2026-05-01,RM-027,"Pure Pork Lard",255,L,"Approved Industrial Supplier"
2026-05-11,RM-027,"Pure Pork Lard",238,L,"Approved Industrial Supplier"
2026-05-21,RM-027,"Pure Pork Lard",245,L,"Approved Industrial Supplier"
2026-05-31,RM-027,"Pure Pork Lard",267,L,"Approved Industrial Supplier"
2026-06-10,RM-027,"Pure Pork Lard",246,L,"Approved Industrial Supplier"
2026-06-20,RM-027,"Pure Pork Lard",233,L,"Approved Industrial Supplier"
2026-06-30,RM-027,"Pure Pork Lard",242,L,"Approved Industrial Supplier"
2026-07-10,RM-027,"Pure Pork Lard",268,L,"Approved Industrial Supplier"
2026-07-20,RM-027,"Pure Pork Lard",237,L,"Approved Industrial Supplier"
2026-07-30,RM-027,"Pure Pork Lard",273,L,"Approved Industrial Supplier"
2026-08-09,RM-027,"Pure Pork Lard",236,L,"Approved Industrial Supplier"
2026-08-19,RM-027,"Pure Pork Lard",259,L,"Approved Industrial Supplier"
2026-08-29,RM-027,"Pure Pork Lard",253,L,"Approved Industrial Supplier"
2026-01-01,RM-028,"Refined Peanut Oil",149,L,"Approved Industrial Supplier"
2026-01-12,RM-028,"Refined Peanut Oil",140,L,"Approved Industrial Supplier"
2026-01-23,RM-028,"Refined Peanut Oil",141,L,"Approved Industrial Supplier"
2026-02-03,RM-028,"Refined Peanut Oil",163,L,"Approved Industrial Supplier"
2026-02-14,RM-028,"Refined Peanut Oil",157,L,"Approved Industrial Supplier"
2026-02-25,RM-028,"Refined Peanut Oil",160,L,"Approved Industrial Supplier"
2026-03-08,RM-028,"Refined Peanut Oil",158,L,"Approved Industrial Supplier"
2026-03-19,RM-028,"Refined Peanut Oil",146,L,"Approved Industrial Supplier"
2026-03-30,RM-028,"Refined Peanut Oil",161,L,"Approved Industrial Supplier"
2026-04-10,RM-028,"Refined Peanut Oil",139,L,"Approved Industrial Supplier"
2026-04-21,RM-028,"Refined Peanut Oil",147,L,"Approved Industrial Supplier"
2026-05-02,RM-028,"Refined Peanut Oil",144,L,"Approved Industrial Supplier"
2026-05-13,RM-028,"Refined Peanut Oil",155,L,"Approved Industrial Supplier"
2026-05-24,RM-028,"Refined Peanut Oil",157,L,"Approved Industrial Supplier"
2026-06-04,RM-028,"Refined Peanut Oil",157,L,"Approved Industrial Supplier"
2026-06-15,RM-028,"Refined Peanut Oil",164,L,"Approved Industrial Supplier"
2026-06-26,RM-028,"Refined Peanut Oil",142,L,"Approved Industrial Supplier"
2026-07-07,RM-028,"Refined Peanut Oil",162,L,"Approved Industrial Supplier"
2026-07-18,RM-028,"Refined Peanut Oil",146,L,"Approved Industrial Supplier"
2026-07-29,RM-028,"Refined Peanut Oil",156,L,"Approved Industrial Supplier"
2026-08-09,RM-028,"Refined Peanut Oil",153,L,"Approved Industrial Supplier"
2026-08-20,RM-028,"Refined Peanut Oil",150,L,"Approved Industrial Supplier"
2026-08-31,RM-028,"Refined Peanut Oil",145,L,"Approved Industrial Supplier"
2026-01-01,RM-029,"Fresh Carrots",122,kg,"Approved Industrial Supplier"
2026-01-13,RM-029,"Fresh Carrots",126,kg,"Approved Industrial Supplier"
2026-01-25,RM-029,"Fresh Carrots",113,kg,"Approved Industrial Supplier"
2026-02-06,RM-029,"Fresh Carrots",112,kg,"Approved Industrial Supplier"
2026-02-18,RM-029,"Fresh Carrots",111,kg,"Approved Industrial Supplier"
2026-03-02,RM-029,"Fresh Carrots",120,kg,"Approved Industrial Supplier"
2026-03-14,RM-029,"Fresh Carrots",124,kg,"Approved Industrial Supplier"
2026-03-26,RM-029,"Fresh Carrots",120,kg,"Approved Industrial Supplier"
2026-04-07,RM-029,"Fresh Carrots",122,kg,"Approved Industrial Supplier"
2026-04-19,RM-029,"Fresh Carrots",117,kg,"Approved Industrial Supplier"
2026-05-01,RM-029,"Fresh Carrots",123,kg,"Approved Industrial Supplier"
2026-05-13,RM-029,"Fresh Carrots",114,kg,"Approved Industrial Supplier"
2026-05-25,RM-029,"Fresh Carrots",118,kg,"Approved Industrial Supplier"
2026-06-06,RM-029,"Fresh Carrots",120,kg,"Approved Industrial Supplier"
2026-06-18,RM-029,"Fresh Carrots",132,kg,"Approved Industrial Supplier"
2026-06-30,RM-029,"Fresh Carrots",131,kg,"Approved Industrial Supplier"
2026-07-12,RM-029,"Fresh Carrots",114,kg,"Approved Industrial Supplier"
2026-07-24,RM-029,"Fresh Carrots",118,kg,"Approved Industrial Supplier"
2026-08-05,RM-029,"Fresh Carrots",124,kg,"Approved Industrial Supplier"
2026-08-17,RM-029,"Fresh Carrots",117,kg,"Approved Industrial Supplier"
2026-08-29,RM-029,"Fresh Carrots",122,kg,"Approved Industrial Supplier"
2026-01-01,RM-030,"Fresh Cassava Tubers",266,kg,"Approved Industrial Supplier"
2026-01-14,RM-030,"Fresh Cassava Tubers",251,kg,"Approved Industrial Supplier"
2026-01-27,RM-030,"Fresh Cassava Tubers",243,kg,"Approved Industrial Supplier"
2026-02-09,RM-030,"Fresh Cassava Tubers",270,kg,"Approved Industrial Supplier"
2026-02-22,RM-030,"Fresh Cassava Tubers",283,kg,"Approved Industrial Supplier"
2026-03-07,RM-030,"Fresh Cassava Tubers",256,kg,"Approved Industrial Supplier"
2026-03-20,RM-030,"Fresh Cassava Tubers",263,kg,"Approved Industrial Supplier"
2026-04-02,RM-030,"Fresh Cassava Tubers",272,kg,"Approved Industrial Supplier"
2026-04-15,RM-030,"Fresh Cassava Tubers",270,kg,"Approved Industrial Supplier"
2026-04-28,RM-030,"Fresh Cassava Tubers",262,kg,"Approved Industrial Supplier"
2026-05-11,RM-030,"Fresh Cassava Tubers",261,kg,"Approved Industrial Supplier"
2026-05-24,RM-030,"Fresh Cassava Tubers",247,kg,"Approved Industrial Supplier"
2026-06-06,RM-030,"Fresh Cassava Tubers",282,kg,"Approved Industrial Supplier"
2026-06-19,RM-030,"Fresh Cassava Tubers",243,kg,"Approved Industrial Supplier"
2026-07-02,RM-030,"Fresh Cassava Tubers",273,kg,"Approved Industrial Supplier"
2026-07-15,RM-030,"Fresh Cassava Tubers",257,kg,"Approved Industrial Supplier"
2026-07-28,RM-030,"Fresh Cassava Tubers",274,kg,"Approved Industrial Supplier"
2026-08-10,RM-030,"Fresh Cassava Tubers",248,kg,"Approved Industrial Supplier"
2026-08-23,RM-030,"Fresh Cassava Tubers",273,kg,"Approved Industrial Supplier"
2026-01-01,RM-031,"Fresh Garlic",109,kg,"Approved Industrial Supplier"
2026-01-09,RM-031,"Fresh Garlic",109,kg,"Approved Industrial Supplier"
2026-01-17,RM-031,"Fresh Garlic",99,kg,"Approved Industrial Supplier"
2026-01-25,RM-031,"Fresh Garlic",107,kg,"Approved Industrial Supplier"
2026-02-02,RM-031,"Fresh Garlic",94,kg,"Approved Industrial Supplier"
2026-02-10,RM-031,"Fresh Garlic",92,kg,"Approved Industrial Supplier"
2026-02-18,RM-031,"Fresh Garlic",93,kg,"Approved Industrial Supplier"
2026-02-26,RM-031,"Fresh Garlic",108,kg,"Approved Industrial Supplier"
2026-03-06,RM-031,"Fresh Garlic",93,kg,"Approved Industrial Supplier"
2026-03-14,RM-031,"Fresh Garlic",93,kg,"Approved Industrial Supplier"
2026-03-22,RM-031,"Fresh Garlic",92,kg,"Approved Industrial Supplier"
2026-03-30,RM-031,"Fresh Garlic",108,kg,"Approved Industrial Supplier"
2026-04-07,RM-031,"Fresh Garlic",98,kg,"Approved Industrial Supplier"
2026-04-15,RM-031,"Fresh Garlic",94,kg,"Approved Industrial Supplier"
2026-04-23,RM-031,"Fresh Garlic",96,kg,"Approved Industrial Supplier"
2026-05-01,RM-031,"Fresh Garlic",94,kg,"Approved Industrial Supplier"
2026-05-09,RM-031,"Fresh Garlic",108,kg,"Approved Industrial Supplier"
2026-05-17,RM-031,"Fresh Garlic",99,kg,"Approved Industrial Supplier"
2026-05-25,RM-031,"Fresh Garlic",108,kg,"Approved Industrial Supplier"
2026-06-02,RM-031,"Fresh Garlic",104,kg,"Approved Industrial Supplier"
2026-06-10,RM-031,"Fresh Garlic",92,kg,"Approved Industrial Supplier"
2026-06-18,RM-031,"Fresh Garlic",101,kg,"Approved Industrial Supplier"
2026-06-26,RM-031,"Fresh Garlic",108,kg,"Approved Industrial Supplier"
2026-07-04,RM-031,"Fresh Garlic",107,kg,"Approved Industrial Supplier"
2026-07-12,RM-031,"Fresh Garlic",93,kg,"Approved Industrial Supplier"
2026-07-20,RM-031,"Fresh Garlic",99,kg,"Approved Industrial Supplier"
2026-07-28,RM-031,"Fresh Garlic",97,kg,"Approved Industrial Supplier"
2026-08-05,RM-031,"Fresh Garlic",102,kg,"Approved Industrial Supplier"
2026-08-13,RM-031,"Fresh Garlic",96,kg,"Approved Industrial Supplier"
2026-08-21,RM-031,"Fresh Garlic",95,kg,"Approved Industrial Supplier"
2026-08-29,RM-031,"Fresh Garlic",98,kg,"Approved Industrial Supplier"
2026-01-01,RM-032,"Fresh Ginger",87,kg,"Approved Industrial Supplier"
2026-01-10,RM-032,"Fresh Ginger",85,kg,"Approved Industrial Supplier"
2026-01-19,RM-032,"Fresh Ginger",76,kg,"Approved Industrial Supplier"
2026-01-28,RM-032,"Fresh Ginger",74,kg,"Approved Industrial Supplier"
2026-02-06,RM-032,"Fresh Ginger",86,kg,"Approved Industrial Supplier"
2026-02-15,RM-032,"Fresh Ginger",76,kg,"Approved Industrial Supplier"
2026-02-24,RM-032,"Fresh Ginger",78,kg,"Approved Industrial Supplier"
2026-03-05,RM-032,"Fresh Ginger",82,kg,"Approved Industrial Supplier"
2026-03-14,RM-032,"Fresh Ginger",74,kg,"Approved Industrial Supplier"
2026-03-23,RM-032,"Fresh Ginger",79,kg,"Approved Industrial Supplier"
2026-04-01,RM-032,"Fresh Ginger",81,kg,"Approved Industrial Supplier"
2026-04-10,RM-032,"Fresh Ginger",79,kg,"Approved Industrial Supplier"
2026-04-19,RM-032,"Fresh Ginger",83,kg,"Approved Industrial Supplier"
2026-04-28,RM-032,"Fresh Ginger",87,kg,"Approved Industrial Supplier"
2026-05-07,RM-032,"Fresh Ginger",76,kg,"Approved Industrial Supplier"
2026-05-16,RM-032,"Fresh Ginger",83,kg,"Approved Industrial Supplier"
2026-05-25,RM-032,"Fresh Ginger",80,kg,"Approved Industrial Supplier"
2026-06-03,RM-032,"Fresh Ginger",78,kg,"Approved Industrial Supplier"
2026-06-12,RM-032,"Fresh Ginger",78,kg,"Approved Industrial Supplier"
2026-06-21,RM-032,"Fresh Ginger",84,kg,"Approved Industrial Supplier"
2026-06-30,RM-032,"Fresh Ginger",76,kg,"Approved Industrial Supplier"
2026-07-09,RM-032,"Fresh Ginger",86,kg,"Approved Industrial Supplier"
2026-07-18,RM-032,"Fresh Ginger",83,kg,"Approved Industrial Supplier"
2026-07-27,RM-032,"Fresh Ginger",76,kg,"Approved Industrial Supplier"
2026-08-05,RM-032,"Fresh Ginger",79,kg,"Approved Industrial Supplier"
2026-08-14,RM-032,"Fresh Ginger",84,kg,"Approved Industrial Supplier"
2026-08-23,RM-032,"Fresh Ginger",85,kg,"Approved Industrial Supplier"
2026-09-01,RM-032,"Fresh Ginger",87,kg,"Approved Industrial Supplier"
2026-01-01,RM-033,"Fresh Grated Coconut Meat",225,kg,"Approved Industrial Supplier"
2026-01-11,RM-033,"Fresh Grated Coconut Meat",230,kg,"Approved Industrial Supplier"
2026-01-21,RM-033,"Fresh Grated Coconut Meat",220,kg,"Approved Industrial Supplier"
2026-01-31,RM-033,"Fresh Grated Coconut Meat",204,kg,"Approved Industrial Supplier"
2026-02-10,RM-033,"Fresh Grated Coconut Meat",215,kg,"Approved Industrial Supplier"
2026-02-20,RM-033,"Fresh Grated Coconut Meat",233,kg,"Approved Industrial Supplier"
2026-03-02,RM-033,"Fresh Grated Coconut Meat",235,kg,"Approved Industrial Supplier"
2026-03-12,RM-033,"Fresh Grated Coconut Meat",208,kg,"Approved Industrial Supplier"
2026-03-22,RM-033,"Fresh Grated Coconut Meat",207,kg,"Approved Industrial Supplier"
2026-04-01,RM-033,"Fresh Grated Coconut Meat",218,kg,"Approved Industrial Supplier"
2026-04-11,RM-033,"Fresh Grated Coconut Meat",210,kg,"Approved Industrial Supplier"
2026-04-21,RM-033,"Fresh Grated Coconut Meat",207,kg,"Approved Industrial Supplier"
2026-05-01,RM-033,"Fresh Grated Coconut Meat",217,kg,"Approved Industrial Supplier"
2026-05-11,RM-033,"Fresh Grated Coconut Meat",227,kg,"Approved Industrial Supplier"
2026-05-21,RM-033,"Fresh Grated Coconut Meat",210,kg,"Approved Industrial Supplier"
2026-05-31,RM-033,"Fresh Grated Coconut Meat",238,kg,"Approved Industrial Supplier"
2026-06-10,RM-033,"Fresh Grated Coconut Meat",210,kg,"Approved Industrial Supplier"
2026-06-20,RM-033,"Fresh Grated Coconut Meat",214,kg,"Approved Industrial Supplier"
2026-06-30,RM-033,"Fresh Grated Coconut Meat",214,kg,"Approved Industrial Supplier"
2026-07-10,RM-033,"Fresh Grated Coconut Meat",206,kg,"Approved Industrial Supplier"
2026-07-20,RM-033,"Fresh Grated Coconut Meat",204,kg,"Approved Industrial Supplier"
2026-07-30,RM-033,"Fresh Grated Coconut Meat",204,kg,"Approved Industrial Supplier"
2026-08-09,RM-033,"Fresh Grated Coconut Meat",235,kg,"Approved Industrial Supplier"
2026-08-19,RM-033,"Fresh Grated Coconut Meat",218,kg,"Approved Industrial Supplier"
2026-08-29,RM-033,"Fresh Grated Coconut Meat",231,kg,"Approved Industrial Supplier"
2026-01-01,RM-034,"Fresh Mature Coconut Meat",183,kg,"Approved Industrial Supplier"
2026-01-12,RM-034,"Fresh Mature Coconut Meat",201,kg,"Approved Industrial Supplier"
2026-01-23,RM-034,"Fresh Mature Coconut Meat",205,kg,"Approved Industrial Supplier"
2026-02-03,RM-034,"Fresh Mature Coconut Meat",176,kg,"Approved Industrial Supplier"
2026-02-14,RM-034,"Fresh Mature Coconut Meat",191,kg,"Approved Industrial Supplier"
2026-02-25,RM-034,"Fresh Mature Coconut Meat",205,kg,"Approved Industrial Supplier"
2026-03-08,RM-034,"Fresh Mature Coconut Meat",186,kg,"Approved Industrial Supplier"
2026-03-19,RM-034,"Fresh Mature Coconut Meat",187,kg,"Approved Industrial Supplier"
2026-03-30,RM-034,"Fresh Mature Coconut Meat",185,kg,"Approved Industrial Supplier"
2026-04-10,RM-034,"Fresh Mature Coconut Meat",192,kg,"Approved Industrial Supplier"
2026-04-21,RM-034,"Fresh Mature Coconut Meat",187,kg,"Approved Industrial Supplier"
2026-05-02,RM-034,"Fresh Mature Coconut Meat",200,kg,"Approved Industrial Supplier"
2026-05-13,RM-034,"Fresh Mature Coconut Meat",191,kg,"Approved Industrial Supplier"
2026-05-24,RM-034,"Fresh Mature Coconut Meat",194,kg,"Approved Industrial Supplier"
2026-06-04,RM-034,"Fresh Mature Coconut Meat",205,kg,"Approved Industrial Supplier"
2026-06-15,RM-034,"Fresh Mature Coconut Meat",207,kg,"Approved Industrial Supplier"
2026-06-26,RM-034,"Fresh Mature Coconut Meat",203,kg,"Approved Industrial Supplier"
2026-07-07,RM-034,"Fresh Mature Coconut Meat",199,kg,"Approved Industrial Supplier"
2026-07-18,RM-034,"Fresh Mature Coconut Meat",191,kg,"Approved Industrial Supplier"
2026-07-29,RM-034,"Fresh Mature Coconut Meat",184,kg,"Approved Industrial Supplier"
2026-08-09,RM-034,"Fresh Mature Coconut Meat",199,kg,"Approved Industrial Supplier"
2026-08-20,RM-034,"Fresh Mature Coconut Meat",181,kg,"Approved Industrial Supplier"
2026-08-31,RM-034,"Fresh Mature Coconut Meat",180,kg,"Approved Industrial Supplier"
2026-01-01,RM-035,"Fresh Purple Yam Tubers",179,kg,"Approved Industrial Supplier"
2026-01-13,RM-035,"Fresh Purple Yam Tubers",178,kg,"Approved Industrial Supplier"
2026-01-25,RM-035,"Fresh Purple Yam Tubers",157,kg,"Approved Industrial Supplier"
2026-02-06,RM-035,"Fresh Purple Yam Tubers",173,kg,"Approved Industrial Supplier"
2026-02-18,RM-035,"Fresh Purple Yam Tubers",162,kg,"Approved Industrial Supplier"
2026-03-02,RM-035,"Fresh Purple Yam Tubers",169,kg,"Approved Industrial Supplier"
2026-03-14,RM-035,"Fresh Purple Yam Tubers",170,kg,"Approved Industrial Supplier"
2026-03-26,RM-035,"Fresh Purple Yam Tubers",172,kg,"Approved Industrial Supplier"
2026-04-07,RM-035,"Fresh Purple Yam Tubers",164,kg,"Approved Industrial Supplier"
2026-04-19,RM-035,"Fresh Purple Yam Tubers",166,kg,"Approved Industrial Supplier"
2026-05-01,RM-035,"Fresh Purple Yam Tubers",164,kg,"Approved Industrial Supplier"
2026-05-13,RM-035,"Fresh Purple Yam Tubers",173,kg,"Approved Industrial Supplier"
2026-05-25,RM-035,"Fresh Purple Yam Tubers",177,kg,"Approved Industrial Supplier"
2026-06-06,RM-035,"Fresh Purple Yam Tubers",167,kg,"Approved Industrial Supplier"
2026-06-18,RM-035,"Fresh Purple Yam Tubers",163,kg,"Approved Industrial Supplier"
2026-06-30,RM-035,"Fresh Purple Yam Tubers",162,kg,"Approved Industrial Supplier"
2026-07-12,RM-035,"Fresh Purple Yam Tubers",158,kg,"Approved Industrial Supplier"
2026-07-24,RM-035,"Fresh Purple Yam Tubers",186,kg,"Approved Industrial Supplier"
2026-08-05,RM-035,"Fresh Purple Yam Tubers",169,kg,"Approved Industrial Supplier"
2026-08-17,RM-035,"Fresh Purple Yam Tubers",159,kg,"Approved Industrial Supplier"
2026-08-29,RM-035,"Fresh Purple Yam Tubers",163,kg,"Approved Industrial Supplier"
2026-01-01,RM-036,"Fresh Sweet Potato",180,kg,"Approved Industrial Supplier"
2026-01-14,RM-036,"Fresh Sweet Potato",186,kg,"Approved Industrial Supplier"
2026-01-27,RM-036,"Fresh Sweet Potato",169,kg,"Approved Industrial Supplier"
2026-02-09,RM-036,"Fresh Sweet Potato",172,kg,"Approved Industrial Supplier"
2026-02-22,RM-036,"Fresh Sweet Potato",169,kg,"Approved Industrial Supplier"
2026-03-07,RM-036,"Fresh Sweet Potato",188,kg,"Approved Industrial Supplier"
2026-03-20,RM-036,"Fresh Sweet Potato",193,kg,"Approved Industrial Supplier"
2026-04-02,RM-036,"Fresh Sweet Potato",170,kg,"Approved Industrial Supplier"
2026-04-15,RM-036,"Fresh Sweet Potato",190,kg,"Approved Industrial Supplier"
2026-04-28,RM-036,"Fresh Sweet Potato",166,kg,"Approved Industrial Supplier"
2026-05-11,RM-036,"Fresh Sweet Potato",181,kg,"Approved Industrial Supplier"
2026-05-24,RM-036,"Fresh Sweet Potato",172,kg,"Approved Industrial Supplier"
2026-06-06,RM-036,"Fresh Sweet Potato",172,kg,"Approved Industrial Supplier"
2026-06-19,RM-036,"Fresh Sweet Potato",175,kg,"Approved Industrial Supplier"
2026-07-02,RM-036,"Fresh Sweet Potato",182,kg,"Approved Industrial Supplier"
2026-07-15,RM-036,"Fresh Sweet Potato",170,kg,"Approved Industrial Supplier"
2026-07-28,RM-036,"Fresh Sweet Potato",176,kg,"Approved Industrial Supplier"
2026-08-10,RM-036,"Fresh Sweet Potato",183,kg,"Approved Industrial Supplier"
2026-08-23,RM-036,"Fresh Sweet Potato",168,kg,"Approved Industrial Supplier"
2026-01-01,RM-037,"Green Raw Papaya",143,kg,"Approved Industrial Supplier"
2026-01-09,RM-037,"Green Raw Papaya",154,kg,"Approved Industrial Supplier"
2026-01-17,RM-037,"Green Raw Papaya",131,kg,"Approved Industrial Supplier"
2026-01-25,RM-037,"Green Raw Papaya",141,kg,"Approved Industrial Supplier"
2026-02-02,RM-037,"Green Raw Papaya",134,kg,"Approved Industrial Supplier"
2026-02-10,RM-037,"Green Raw Papaya",138,kg,"Approved Industrial Supplier"
2026-02-18,RM-037,"Green Raw Papaya",133,kg,"Approved Industrial Supplier"
2026-02-26,RM-037,"Green Raw Papaya",138,kg,"Approved Industrial Supplier"
2026-03-06,RM-037,"Green Raw Papaya",132,kg,"Approved Industrial Supplier"
2026-03-14,RM-037,"Green Raw Papaya",135,kg,"Approved Industrial Supplier"
2026-03-22,RM-037,"Green Raw Papaya",142,kg,"Approved Industrial Supplier"
2026-03-30,RM-037,"Green Raw Papaya",148,kg,"Approved Industrial Supplier"
2026-04-07,RM-037,"Green Raw Papaya",130,kg,"Approved Industrial Supplier"
2026-04-15,RM-037,"Green Raw Papaya",153,kg,"Approved Industrial Supplier"
2026-04-23,RM-037,"Green Raw Papaya",134,kg,"Approved Industrial Supplier"
2026-05-01,RM-037,"Green Raw Papaya",147,kg,"Approved Industrial Supplier"
2026-05-09,RM-037,"Green Raw Papaya",143,kg,"Approved Industrial Supplier"
2026-05-17,RM-037,"Green Raw Papaya",146,kg,"Approved Industrial Supplier"
2026-05-25,RM-037,"Green Raw Papaya",131,kg,"Approved Industrial Supplier"
2026-06-02,RM-037,"Green Raw Papaya",143,kg,"Approved Industrial Supplier"
2026-06-10,RM-037,"Green Raw Papaya",134,kg,"Approved Industrial Supplier"
2026-06-18,RM-037,"Green Raw Papaya",147,kg,"Approved Industrial Supplier"
2026-06-26,RM-037,"Green Raw Papaya",133,kg,"Approved Industrial Supplier"
2026-07-04,RM-037,"Green Raw Papaya",147,kg,"Approved Industrial Supplier"
2026-07-12,RM-037,"Green Raw Papaya",147,kg,"Approved Industrial Supplier"
2026-07-20,RM-037,"Green Raw Papaya",134,kg,"Approved Industrial Supplier"
2026-07-28,RM-037,"Green Raw Papaya",135,kg,"Approved Industrial Supplier"
2026-08-05,RM-037,"Green Raw Papaya",147,kg,"Approved Industrial Supplier"
2026-08-13,RM-037,"Green Raw Papaya",137,kg,"Approved Industrial Supplier"
2026-08-21,RM-037,"Green Raw Papaya",131,kg,"Approved Industrial Supplier"
2026-08-29,RM-037,"Green Raw Papaya",138,kg,"Approved Industrial Supplier"
2026-01-01,RM-038,"Pandan Leaves",30,kg,"Approved Industrial Supplier"
2026-01-10,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-01-19,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-01-28,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-02-06,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-02-15,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-02-24,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-03-05,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-03-14,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-03-23,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-04-01,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-04-10,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-04-19,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-04-28,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-05-07,RM-038,"Pandan Leaves",29,kg,"Approved Industrial Supplier"
2026-05-16,RM-038,"Pandan Leaves",30,kg,"Approved Industrial Supplier"
2026-05-25,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-06-03,RM-038,"Pandan Leaves",33,kg,"Approved Industrial Supplier"
2026-06-12,RM-038,"Pandan Leaves",31,kg,"Approved Industrial Supplier"
2026-06-21,RM-038,"Pandan Leaves",32,kg,"Approved Industrial Supplier"
2026-06-30,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-07-09,RM-038,"Pandan Leaves",29,kg,"Approved Industrial Supplier"
2026-07-18,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-07-27,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-08-05,RM-038,"Pandan Leaves",29,kg,"Approved Industrial Supplier"
2026-08-14,RM-038,"Pandan Leaves",30,kg,"Approved Industrial Supplier"
2026-08-23,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-09-01,RM-038,"Pandan Leaves",28,kg,"Approved Industrial Supplier"
2026-01-01,RM-039,"Red Bell Peppers",68,kg,"Approved Industrial Supplier"
2026-01-11,RM-039,"Red Bell Peppers",71,kg,"Approved Industrial Supplier"
2026-01-21,RM-039,"Red Bell Peppers",66,kg,"Approved Industrial Supplier"
2026-01-31,RM-039,"Red Bell Peppers",76,kg,"Approved Industrial Supplier"
2026-02-10,RM-039,"Red Bell Peppers",69,kg,"Approved Industrial Supplier"
2026-02-20,RM-039,"Red Bell Peppers",73,kg,"Approved Industrial Supplier"
2026-03-02,RM-039,"Red Bell Peppers",70,kg,"Approved Industrial Supplier"
2026-03-12,RM-039,"Red Bell Peppers",66,kg,"Approved Industrial Supplier"
2026-03-22,RM-039,"Red Bell Peppers",69,kg,"Approved Industrial Supplier"
2026-04-01,RM-039,"Red Bell Peppers",66,kg,"Approved Industrial Supplier"
2026-04-11,RM-039,"Red Bell Peppers",75,kg,"Approved Industrial Supplier"
2026-04-21,RM-039,"Red Bell Peppers",65,kg,"Approved Industrial Supplier"
2026-05-01,RM-039,"Red Bell Peppers",77,kg,"Approved Industrial Supplier"
2026-05-11,RM-039,"Red Bell Peppers",77,kg,"Approved Industrial Supplier"
2026-05-21,RM-039,"Red Bell Peppers",67,kg,"Approved Industrial Supplier"
2026-05-31,RM-039,"Red Bell Peppers",71,kg,"Approved Industrial Supplier"
2026-06-10,RM-039,"Red Bell Peppers",66,kg,"Approved Industrial Supplier"
2026-06-20,RM-039,"Red Bell Peppers",72,kg,"Approved Industrial Supplier"
2026-06-30,RM-039,"Red Bell Peppers",70,kg,"Approved Industrial Supplier"
2026-07-10,RM-039,"Red Bell Peppers",73,kg,"Approved Industrial Supplier"
2026-07-20,RM-039,"Red Bell Peppers",65,kg,"Approved Industrial Supplier"
2026-07-30,RM-039,"Red Bell Peppers",68,kg,"Approved Industrial Supplier"
2026-08-09,RM-039,"Red Bell Peppers",72,kg,"Approved Industrial Supplier"
2026-08-19,RM-039,"Red Bell Peppers",67,kg,"Approved Industrial Supplier"
2026-08-29,RM-039,"Red Bell Peppers",74,kg,"Approved Industrial Supplier"
2026-01-01,RM-040,"Red Chili Peppers (Siling Labuyo)",49,kg,"Approved Industrial Supplier"
2026-01-12,RM-040,"Red Chili Peppers (Siling Labuyo)",53,kg,"Approved Industrial Supplier"
