usage_date,item_code,material_name,consumed_quantity,unit,activity_type,finished_product_name,recorded_by,notes
2026-01-30,RM-034,"Fresh Mature Coconut Meat",55.79,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1061)"
2026-01-31,RM-034,"Fresh Mature Coconut Meat",46.65,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1063)"
2026-02-01,RM-034,"Fresh Mature Coconut Meat",79.26,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1065)"
2026-02-02,RM-034,"Fresh Mature Coconut Meat",45.41,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1067)"
2026-02-03,RM-034,"Fresh Mature Coconut Meat",47.94,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1069)"
2026-02-04,RM-034,"Fresh Mature Coconut Meat",53.48,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1071)"
2026-02-05,RM-034,"Fresh Mature Coconut Meat",46.93,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1073)"
2026-02-06,RM-034,"Fresh Mature Coconut Meat",62.16,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1075)"
2026-02-07,RM-034,"Fresh Mature Coconut Meat",63.56,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1077)"
2026-02-08,RM-034,"Fresh Mature Coconut Meat",76.96,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1079)"
2026-02-09,RM-034,"Fresh Mature Coconut Meat",41.34,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1081)"
2026-02-10,RM-034,"Fresh Mature Coconut Meat",53.89,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1083)"
2026-02-11,RM-034,"Fresh Mature Coconut Meat",50.8,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1085)"
2026-02-12,RM-034,"Fresh Mature Coconut Meat",44.17,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1087)"
2026-02-13,RM-034,"Fresh Mature Coconut Meat",69,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1089)"
2026-02-14,RM-034,"Fresh Mature Coconut Meat",57.32,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1091)"
2026-02-15,RM-034,"Fresh Mature Coconut Meat",74.18,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1093)"
2026-02-16,RM-034,"Fresh Mature Coconut Meat",46.33,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1095)"
2026-02-17,RM-034,"Fresh Mature Coconut Meat",49.03,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1097)"
2026-02-18,RM-034,"Fresh Mature Coconut Meat",51.04,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1099)"
2026-02-19,RM-034,"Fresh Mature Coconut Meat",48.85,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1101)"
2026-02-20,RM-034,"Fresh Mature Coconut Meat",62.22,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1103)"
2026-02-21,RM-034,"Fresh Mature Coconut Meat",62.73,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1105)"
2026-02-22,RM-034,"Fresh Mature Coconut Meat",77.67,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1107)"
2026-02-23,RM-034,"Fresh Mature Coconut Meat",40.68,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1109)"
2026-02-24,RM-034,"Fresh Mature Coconut Meat",52.69,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1111)"
2026-02-25,RM-034,"Fresh Mature Coconut Meat",52.71,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1113)"
2026-02-26,RM-034,"Fresh Mature Coconut Meat",43.35,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1115)"
2026-02-27,RM-034,"Fresh Mature Coconut Meat",67.7,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1117)"
2026-02-28,RM-034,"Fresh Mature Coconut Meat",62.05,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1119)"
2026-03-01,RM-034,"Fresh Mature Coconut Meat",68.38,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1121)"
2026-03-02,RM-034,"Fresh Mature Coconut Meat",42.1,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1123)"
2026-03-03,RM-034,"Fresh Mature Coconut Meat",47.21,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1125)"
2026-03-04,RM-034,"Fresh Mature Coconut Meat",44.9,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1127)"
2026-03-05,RM-034,"Fresh Mature Coconut Meat",45.4,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1129)"
2026-03-06,RM-034,"Fresh Mature Coconut Meat",58.87,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1131)"
2026-03-07,RM-034,"Fresh Mature Coconut Meat",53.35,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1133)"
2026-03-08,RM-034,"Fresh Mature Coconut Meat",74.85,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1135)"
2026-03-09,RM-034,"Fresh Mature Coconut Meat",38.23,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1137)"
2026-03-10,RM-034,"Fresh Mature Coconut Meat",46.71,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1139)"
2026-03-11,RM-034,"Fresh Mature Coconut Meat",49.52,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1141)"
2026-03-12,RM-034,"Fresh Mature Coconut Meat",40.63,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1143)"
2026-03-13,RM-034,"Fresh Mature Coconut Meat",59.88,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1145)"
2026-03-14,RM-034,"Fresh Mature Coconut Meat",57.74,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1147)"
2026-03-15,RM-034,"Fresh Mature Coconut Meat",66.51,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1149)"
2026-03-16,RM-034,"Fresh Mature Coconut Meat",40.38,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1151)"
2026-03-17,RM-034,"Fresh Mature Coconut Meat",49.41,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1153)"
2026-03-18,RM-034,"Fresh Mature Coconut Meat",44,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1155)"
2026-03-19,RM-034,"Fresh Mature Coconut Meat",44.42,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1157)"
2026-03-20,RM-034,"Fresh Mature Coconut Meat",61.12,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1159)"
2026-03-21,RM-034,"Fresh Mature Coconut Meat",53.32,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1161)"
2026-03-22,RM-034,"Fresh Mature Coconut Meat",71.88,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1163)"
2026-03-23,RM-034,"Fresh Mature Coconut Meat",39.88,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1165)"
2026-03-24,RM-034,"Fresh Mature Coconut Meat",45.39,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1167)"
2026-03-25,RM-034,"Fresh Mature Coconut Meat",49.11,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1169)"
2026-03-26,RM-034,"Fresh Mature Coconut Meat",42.59,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1171)"
2026-03-27,RM-034,"Fresh Mature Coconut Meat",57.49,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1173)"
2026-03-28,RM-034,"Fresh Mature Coconut Meat",60.11,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1175)"
2026-03-29,RM-034,"Fresh Mature Coconut Meat",70.5,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1177)"
2026-03-30,RM-034,"Fresh Mature Coconut Meat",38.29,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1179)"
2026-03-31,RM-034,"Fresh Mature Coconut Meat",50.67,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1181)"
2026-04-01,RM-034,"Fresh Mature Coconut Meat",50.42,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1183)"
2026-04-02,RM-034,"Fresh Mature Coconut Meat",48.21,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1185)"
2026-04-03,RM-034,"Fresh Mature Coconut Meat",70.83,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1187)"
2026-04-04,RM-034,"Fresh Mature Coconut Meat",59.1,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1189)"
2026-04-05,RM-034,"Fresh Mature Coconut Meat",80.94,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1191)"
2026-04-06,RM-034,"Fresh Mature Coconut Meat",46.79,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1193)"
2026-04-07,RM-034,"Fresh Mature Coconut Meat",51.3,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1195)"
2026-04-08,RM-034,"Fresh Mature Coconut Meat",53.53,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1197)"
2026-04-09,RM-034,"Fresh Mature Coconut Meat",50.67,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1199)"
2026-04-10,RM-034,"Fresh Mature Coconut Meat",63.68,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1201)"
2026-04-11,RM-034,"Fresh Mature Coconut Meat",64.48,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1203)"
2026-04-12,RM-034,"Fresh Mature Coconut Meat",80.7,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1205)"
2026-04-13,RM-034,"Fresh Mature Coconut Meat",41.68,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1207)"
2026-04-14,RM-034,"Fresh Mature Coconut Meat",57,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1209)"
2026-04-15,RM-034,"Fresh Mature Coconut Meat",52.25,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1211)"
2026-04-16,RM-034,"Fresh Mature Coconut Meat",46.55,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1213)"
2026-04-17,RM-034,"Fresh Mature Coconut Meat",70.73,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1215)"
2026-04-18,RM-034,"Fresh Mature Coconut Meat",63.47,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1217)"
2026-04-19,RM-034,"Fresh Mature Coconut Meat",75.75,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1219)"
2026-04-20,RM-034,"Fresh Mature Coconut Meat",47.3,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1221)"
2026-04-21,RM-034,"Fresh Mature Coconut Meat",52.94,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1223)"
2026-04-22,RM-034,"Fresh Mature Coconut Meat",50.91,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1225)"
2026-04-23,RM-034,"Fresh Mature Coconut Meat",52.28,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1227)"
2026-04-24,RM-034,"Fresh Mature Coconut Meat",64.36,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1229)"
2026-04-25,RM-034,"Fresh Mature Coconut Meat",63.4,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1231)"
2026-04-26,RM-034,"Fresh Mature Coconut Meat",85.71,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1233)"
2026-04-27,RM-034,"Fresh Mature Coconut Meat",41.61,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1235)"
2026-04-28,RM-034,"Fresh Mature Coconut Meat",55.35,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1237)"
2026-04-29,RM-034,"Fresh Mature Coconut Meat",54.07,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1239)"
2026-04-30,RM-034,"Fresh Mature Coconut Meat",46.3,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1241)"
2026-05-01,RM-034,"Fresh Mature Coconut Meat",67.66,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1243)"
2026-05-02,RM-034,"Fresh Mature Coconut Meat",63.91,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1245)"
2026-05-03,RM-034,"Fresh Mature Coconut Meat",75.32,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1247)"
2026-05-04,RM-034,"Fresh Mature Coconut Meat",45.5,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1249)"
2026-05-05,RM-034,"Fresh Mature Coconut Meat",54.63,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1251)"
2026-05-06,RM-034,"Fresh Mature Coconut Meat",48.18,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1253)"
2026-05-07,RM-034,"Fresh Mature Coconut Meat",51.43,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1255)"
2026-05-08,RM-034,"Fresh Mature Coconut Meat",65.52,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1257)"
2026-05-09,RM-034,"Fresh Mature Coconut Meat",58.01,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1259)"
2026-05-10,RM-034,"Fresh Mature Coconut Meat",82.53,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1261)"
2026-05-11,RM-034,"Fresh Mature Coconut Meat",42.33,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1263)"
2026-05-12,RM-034,"Fresh Mature Coconut Meat",52.54,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1265)"
2026-05-13,RM-034,"Fresh Mature Coconut Meat",53.88,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1267)"
2026-05-14,RM-034,"Fresh Mature Coconut Meat",46.99,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1269)"
2026-05-15,RM-034,"Fresh Mature Coconut Meat",64.76,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1271)"
2026-05-16,RM-034,"Fresh Mature Coconut Meat",67.99,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1273)"
2026-05-17,RM-034,"Fresh Mature Coconut Meat",73.93,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1275)"
2026-05-18,RM-034,"Fresh Mature Coconut Meat",43.36,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1277)"
2026-05-19,RM-034,"Fresh Mature Coconut Meat",56.81,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1279)"
2026-05-20,RM-034,"Fresh Mature Coconut Meat",47.75,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1281)"
2026-05-21,RM-034,"Fresh Mature Coconut Meat",49.94,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1283)"
2026-05-22,RM-034,"Fresh Mature Coconut Meat",67.84,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1285)"
2026-05-23,RM-034,"Fresh Mature Coconut Meat",58.8,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1287)"
2026-05-24,RM-034,"Fresh Mature Coconut Meat",83.17,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1289)"
2026-05-25,RM-034,"Fresh Mature Coconut Meat",44.3,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1291)"
2026-05-26,RM-034,"Fresh Mature Coconut Meat",51.48,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1293)"
2026-05-27,RM-034,"Fresh Mature Coconut Meat",52.85,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1295)"
2026-05-28,RM-034,"Fresh Mature Coconut Meat",49.45,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1297)"
2026-05-29,RM-034,"Fresh Mature Coconut Meat",62.39,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1299)"
2026-05-30,RM-034,"Fresh Mature Coconut Meat",66.08,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1301)"
2026-05-31,RM-034,"Fresh Mature Coconut Meat",78.8,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1303)"
2026-06-01,RM-034,"Fresh Mature Coconut Meat",39.29,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1305)"
2026-06-02,RM-034,"Fresh Mature Coconut Meat",54.93,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1307)"
2026-06-03,RM-034,"Fresh Mature Coconut Meat",46.62,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1309)"
2026-06-04,RM-034,"Fresh Mature Coconut Meat",45.72,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1311)"
2026-06-05,RM-034,"Fresh Mature Coconut Meat",65.72,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1313)"
2026-06-06,RM-034,"Fresh Mature Coconut Meat",55.75,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1315)"
2026-06-07,RM-034,"Fresh Mature Coconut Meat",74.16,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1317)"
2026-06-08,RM-034,"Fresh Mature Coconut Meat",43.57,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1319)"
2026-06-09,RM-034,"Fresh Mature Coconut Meat",49.59,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1321)"
2026-06-10,RM-034,"Fresh Mature Coconut Meat",48.18,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1323)"
2026-06-11,RM-034,"Fresh Mature Coconut Meat",49.35,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1325)"
2026-06-12,RM-034,"Fresh Mature Coconut Meat",58.81,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1327)"
2026-06-13,RM-034,"Fresh Mature Coconut Meat",62.8,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1329)"
2026-06-14,RM-034,"Fresh Mature Coconut Meat",75.85,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1331)"
2026-06-15,RM-034,"Fresh Mature Coconut Meat",38.28,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1333)"
2026-06-16,RM-034,"Fresh Mature Coconut Meat",54.12,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1335)"
2026-06-17,RM-034,"Fresh Mature Coconut Meat",48.48,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1337)"
2026-06-18,RM-034,"Fresh Mature Coconut Meat",44.56,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1339)"
2026-06-19,RM-034,"Fresh Mature Coconut Meat",64.91,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1341)"
2026-06-20,RM-034,"Fresh Mature Coconut Meat",60.32,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1343)"
2026-06-21,RM-034,"Fresh Mature Coconut Meat",73.75,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1345)"
2026-06-22,RM-034,"Fresh Mature Coconut Meat",43.58,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1347)"
2026-06-23,RM-034,"Fresh Mature Coconut Meat",51.49,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1349)"
2026-06-24,RM-034,"Fresh Mature Coconut Meat",45.81,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1351)"
2026-06-25,RM-034,"Fresh Mature Coconut Meat",50.38,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1353)"
2026-06-26,RM-034,"Fresh Mature Coconut Meat",59.98,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1355)"
2026-06-27,RM-034,"Fresh Mature Coconut Meat",58.22,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1357)"
2026-06-28,RM-034,"Fresh Mature Coconut Meat",79.9,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1359)"
2026-06-29,RM-034,"Fresh Mature Coconut Meat",38.77,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1361)"
2026-06-30,RM-034,"Fresh Mature Coconut Meat",52.29,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1363)"
2026-07-01,RM-034,"Fresh Mature Coconut Meat",45.01,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1365)"
2026-07-02,RM-034,"Fresh Mature Coconut Meat",40.48,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1367)"
2026-07-03,RM-034,"Fresh Mature Coconut Meat",56.37,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1369)"
2026-07-04,RM-034,"Fresh Mature Coconut Meat",55.44,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1371)"
2026-07-05,RM-034,"Fresh Mature Coconut Meat",63.92,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1373)"
2026-07-06,RM-034,"Fresh Mature Coconut Meat",38.02,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1375)"
2026-07-07,RM-034,"Fresh Mature Coconut Meat",48.58,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1377)"
2026-07-08,RM-034,"Fresh Mature Coconut Meat",40.03,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1379)"
2026-07-09,RM-034,"Fresh Mature Coconut Meat",44.92,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1381)"
2026-07-10,RM-034,"Fresh Mature Coconut Meat",56.08,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1383)"
2026-07-11,RM-034,"Fresh Mature Coconut Meat",52.16,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1385)"
2026-07-12,RM-034,"Fresh Mature Coconut Meat",69.66,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1387)"
2026-07-13,RM-034,"Fresh Mature Coconut Meat",36.46,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1389)"
2026-07-14,RM-034,"Fresh Mature Coconut Meat",45.59,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1391)"
2026-07-15,RM-034,"Fresh Mature Coconut Meat",45.08,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1393)"
2026-07-16,RM-034,"Fresh Mature Coconut Meat",42.11,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1395)"
2026-07-17,RM-034,"Fresh Mature Coconut Meat",53.85,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1397)"
2026-07-18,RM-034,"Fresh Mature Coconut Meat",58.46,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1399)"
2026-07-19,RM-034,"Fresh Mature Coconut Meat",67.07,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1401)"
2026-07-20,RM-034,"Fresh Mature Coconut Meat",36.11,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1403)"
2026-07-21,RM-034,"Fresh Mature Coconut Meat",50.09,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1405)"
2026-07-22,RM-034,"Fresh Mature Coconut Meat",40.17,kg,Production Issue,"Coco Jam","Marcus Vance (Shift Mgr)","Batch production of Coco Jam (#1407)"
2026-07-23,RM-034,"Fresh Mature Coconut Meat",43.4,kg,Production Issue,"Coco Jam","Admin","Batch production of Coco Jam (#1409)"
2026-07-24,RM-034,"Fresh Mature Coconut Meat",57.79,kg,Production Issue,"Coco Jam","Elena Rostova (Lead Baker)","Batch production of Coco Jam (#1411)"
